path,kind,extension,size_bytes,row_count,column_count,columns,json_type,top_level_count,image_width,image_height,description
data/processed/icml2026_author_collaboration_edges.csv,processed_data,csv,26243,1000,3,author_a; author_b; shared_paper_count,,,,,
data/processed/icml2026_author_counts.csv,processed_data,csv,12350807,25919,14,author; paper_count; oral_count; award_count; public_total_votes; votes_per_paper; visits_last_7_days; unique_coauthor_count; coauthor_pagerank; top_topic_groups; top_themes; top_clusters; top_institutions; top_coauthors,,,,,
data/processed/icml2026_awards.csv,processed_data,csv,2289,10,4,award; title; authors; url,,,,,
data/processed/icml2026_baseline_sensitivity_queue.csv,processed_data,csv,13664,12,17,area; risk_tier; issue_types; icml2026_papers; icml2026_share; baseline_avg_share; historical_delta_pp; historical_relative_to_baseline; arxiv_2025_vs_2024_growth; arxiv_query_terms; historical_comparison_papers; signal_tags; check_question; recommended_action; safe_language; icml2026_examples; historical_examples,,,,,Area-level spot-check queue for using historical venue baselines and arXiv query trends responsibly.
data/processed/icml2026_canonical_institution_counts.csv,processed_data,csv,26857,300,4,canonical_institution; paper_count; sector; common_raw_forms,,,,,
data/processed/icml2026_claim_acceptance_criteria.csv,processed_data,csv,3136,8,20,claim_id; theme; thesis_role; decision; review_gate; support_gate; paper_note_gate; taxonomy_gate; artifact_gate; minimum_reviewed_rows; reviewed_rows; minimum_support_rows; support_rows; weakening_rows; minimum_paper_notes; paper_notes_started; artifact_rows_checked; missing_for_promotion; special_check; allowed_next_use,,,,,"Explicit promotion gates for synthesis claims using reviewed rows, paper notes, taxonomy checks, and artifact checks."
data/processed/icml2026_claim_decision_board.csv,processed_data,csv,12698,8,27,claim_id; theme; thesis_role; decision; readiness_tier; allowed_next_use; statement; evidence; primary_caveat; reviewed_rows; minimum_reviewed_rows; support_rows; minimum_support_rows; paper_notes_started; minimum_paper_notes; missing_for_promotion; claim_bridge_rows; bridge_pending_notes; bridge_started_needs_decision; bridge_ready_to_transfer; sprint_claim_papers; sprint_02_claim_papers; sprint_02_bridge_rows; next_decision_action; first_overlay_actions; top_papers_to_read; special_check,,,,,"Claim-level operating board combining acceptance gates, sprint coverage, and overlay transfer actions."
data/processed/icml2026_claim_evidence_dossiers.csv,processed_data,csv,121808,118,27,claim_id; claim_theme; claim_strength; priority_claim; claim_review_rank; event_id; title; area; subarea; selection_reason; pre_review_bucket; pre_review_rationale; keyword_hits; is_oral; award; public_total_votes; github_url; github_stars; needs_manual_check_reason; taxonomy_review_status; evidence_confidence; abstract_excerpt; manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; url; alphaxiv_url,,,,,"Paper-level claim pre-review buckets, rationales, and abstract excerpts."
data/processed/icml2026_claim_risk_register.csv,processed_data,csv,16514,8,22,claim_id; theme; thesis_role; decision; risk_tier; allowed_next_use; statement_under_test; current_evidence; primary_caveat; weakest_assumption; falsification_test; counterevidence_to_seek; missing_for_promotion; manual_evidence_needed; pre_review_bucket_mix; evidence_confidence_mix; taxonomy_review_rows; artifact_candidate_rows; special_check; next_decision_action; first_papers_to_read; first_briefs_to_open,,,,,Falsification-oriented risk register for headline synthesis claims.
data/processed/icml2026_claim_validation_queue.csv,processed_data,csv,267815,118,39,claim_id; claim_theme; claim_statement; claim_strength; claim_review_question; claim_review_rank; selection_reason; review_focus; event_id; title; area; subarea; semantic_cluster_id; semantic_cluster_label; taxonomy_confidence; review_status; cluster_review_notes; is_oral; award; public_total_votes; visits_last_7_days; github_url; github_repo; github_stars; needs_manual_check_reason; primary_contribution_type; method_families; evaluation_settings; benchmark_mentions; dataset_mentions; metric_mentions; evidence_confidence; manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes; url; alphaxiv_url; abstract,,,,,Paper-level review queue for synthesis claims.
data/processed/icml2026_claim_validation_reviewed.csv,processed_data,csv,269681,118,45,claim_id; claim_theme; claim_statement; claim_strength; claim_review_question; claim_review_rank; selection_reason; review_focus; event_id; title; area; subarea; semantic_cluster_id; semantic_cluster_label; taxonomy_confidence; review_status; cluster_review_notes; is_oral; award; public_total_votes; visits_last_7_days; github_url; github_repo; github_stars; needs_manual_check_reason; primary_contribution_type; method_families; evaluation_settings; benchmark_mentions; dataset_mentions; metric_mentions; evidence_confidence; manual_claim_support; manual_taxonomy_judgment; manual_artifact_judgment; manual_notes; url; alphaxiv_url; abstract; review_overlay_present; review_overlay_filled_fields; reviewed; reviewer; review_date; review_source,,,,,Claim validation queue merged with manual review overlays.
data/processed/icml2026_cluster_assignments.csv,processed_data,csv,2913838,6628,18,event_id; cluster_id; cluster_label; title; topic; topic_group; themes; is_oral; award; public_total_votes; visits_last_7_days; github_stars; composite_score; cluster_distance; cluster_centrality; attention_score; url; alphaxiv_url,,,,,
data/processed/icml2026_cluster_diagnostics.csv,processed_data,csv,152,5,4,k; sample_silhouette_cosine; min_cluster_size; max_cluster_size,,,,,
data/processed/icml2026_cluster_program_calibration.csv,processed_data,csv,71358,42,23,semantic_cluster_id; area; subarea; review_status; group; paper_count; paper_share; oral_count; oral_rate; oral_share; oral_enrichment; award_count; award_rate; award_share; award_enrichment; total_public_votes; votes_per_paper; public_vote_share; public_attention_enrichment; program_vs_public_delta; high_signal_papers; public_not_program_papers; program_low_public_papers,,,,,
data/processed/icml2026_cluster_summary.csv,processed_data,csv,55831,30,17,cluster_id; cluster_label; paper_count; share; oral_count; award_count; oral_rate; oral_enrichment; total_public_votes; votes_per_paper; public_vote_share; recent_visits_7d; top_terms; top_topic_groups; top_themes; central_papers; high_signal_papers,,,,,
data/processed/icml2026_collaboration_summary.csv,processed_data,csv,340,11,2,metric; value,,,,,
data/processed/icml2026_events.csv,processed_data,csv,3156925,6796,12,event_id; event_type; title; decision; topic; session; starttime; endtime; url; paper_url; authors; institutions,,,,,
data/processed/icml2026_github_artifact_live_check.csv,processed_data,csv,83956,50,26,github_repo; github_url; live_status; http_status; qa_flags; suspicious_reason; paper_titles; sources; max_public_votes; alphaxiv_github_stars; live_stargazers_count; live_forks_count; open_issues_count; archived; disabled; fork; license_spdx; default_branch; created_at; updated_at; pushed_at; pushed_age_days; description; homepage; api_fetched_utc; api_error,,,,,
data/processed/icml2026_institution_collaboration.csv,processed_data,csv,1909770,3769,14,canonical_institution; sector; paper_count; oral_count; award_count; public_total_votes; votes_per_paper; visits_last_7_days; unique_partner_count; collaboration_pagerank; top_topic_groups; top_themes; top_clusters; top_partners,,,,,
data/processed/icml2026_institution_collaboration_edges.csv,processed_data,csv,52097,1000,3,institution_a; institution_b; shared_paper_count,,,,,
data/processed/icml2026_institution_counts.csv,processed_data,csv,6320,200,2,institution; paper_count,,,,,
data/processed/icml2026_keyword_counts.csv,processed_data,csv,5086,200,3,term; count; kind,,,,,
data/processed/icml2026_landscape_claim_register.csv,processed_data,csv,4176,8,7,claim_id; theme; statement; evidence; strength; caveats; next_validation,,,,,"Major synthesis claims, evidence, caveats, and next validation."
data/processed/icml2026_landscape_signal_matrix.csv,processed_data,csv,9552,12,17,area; taxonomy_papers; taxonomy_share; oral_enrichment; award_count; public_attention_enrichment; votes_per_paper; historical_delta_vs_baseline; historical_relative_to_baseline; arxiv_2025_vs_2024_growth; github_url_share; benchmark_mention_share; metric_mention_share; likely_code_share; manual_check_artifact_share; signal_tags; representative_papers,,,,,Area-level cross-source synthesis matrix.
data/processed/icml2026_manual_review_codebook.csv,processed_data,csv,14925,81,7,table; field; allowed_value; counts_as_review; meaning; when_to_use; promotion_effect,,,,,Canonical coded values and transfer rules for paper notes and manual overlays.
data/processed/icml2026_manual_review_value_lint.csv,processed_data,csv,62,0,8,path; table; row_number; key; field; value; allowed_values; message,,,,,Invalid manual coded values found by the codebook linter.
data/processed/icml2026_manual_review_value_lint_summary.csv,processed_data,csv,369,4,7,path; table; rows; coded_fields; rows_with_coded_values; checked_values; invalid_values,,,,,Per-file summary from the manual coded-value linter.
data/processed/icml2026_manual_taxonomy_areas.csv,processed_data,csv,13145,12,14,area; paper_count; share; oral_count; oral_rate; award_count; total_public_votes; votes_per_paper; github_url_count; github_url_share; subareas; semantic_clusters; top_topic_groups; representative_papers,,,,,Curated 12-area taxonomy summary.
data/processed/icml2026_manual_taxonomy_clusters.csv,processed_data,csv,83461,42,18,semantic_cluster_id; area; subarea; taxonomy_confidence; review_status; review_notes; semantic_cluster_label; paper_count; oral_count; award_count; votes_per_paper; oral_enrichment; top_terms; top_topic_groups; top_themes; top_lexical_clusters; central_papers; high_signal_papers,,,,,Semantic cluster to curated taxonomy mapping with review flags.
data/processed/icml2026_manual_taxonomy_papers.csv,processed_data,csv,3565908,6628,19,event_id; title; area; subarea; semantic_cluster_id; semantic_cluster_label; taxonomy_confidence; review_status; topic_group; topic; themes; is_oral; award; public_total_votes; visits_last_7_days; github_url; artifact_confidence; url; alphaxiv_url,,,,,Paper-level curated taxonomy assignments.
data/processed/icml2026_manual_validation_queue.csv,processed_data,csv,354657,192,36,area; area_review_rank; selection_reason; event_id; title; subarea; semantic_cluster_id; cluster_review_status; cluster_review_notes; is_oral; award; public_total_votes; github_url; artifact_confidence; heuristic_primary_contribution_type; heuristic_contribution_types; heuristic_method_families; heuristic_evaluation_settings; heuristic_result_claim_types; heuristic_benchmark_mentions; heuristic_dataset_mentions; heuristic_metric_mentions; heuristic_evidence_confidence; manual_validated; manual_primary_contribution_type; manual_method_family; manual_benchmarks; manual_datasets; manual_metrics; manual_artifact_status; manual_result_character; manual_fault_line_relevance; manual_notes; url; alphaxiv_url; abstract,,,,,Paper-level review queue for area evidence and taxonomy boundaries.
data/processed/icml2026_metadata.json,processed_data,json,922,,,,dict,8,,,
data/processed/icml2026_orals.csv,processed_data,csv,20658,168,3,oral_event_id; title; oral_url,,,,,
data/processed/icml2026_paper_collaboration_features.csv,processed_data,csv,3530790,6628,19,event_id; title; author_count; canonical_institution_count; sector_mix; has_industry; has_academia; has_research_institute; has_industry_academia; cluster_id; cluster_label; themes; is_oral; award; public_total_votes; visits_last_7_days; canonical_institutions; authors; url,,,,,
data/processed/icml2026_paper_evidence_codes.csv,processed_data,csv,11728194,6628,24,event_id; title; area; subarea; semantic_cluster_id; is_oral; award; public_total_votes; github_url; artifact_confidence; primary_contribution_type; contribution_types; method_families; evaluation_settings; result_claim_types; benchmark_mentions; dataset_mentions; metric_mentions; artifact_type; evidence_text_available; evidence_confidence; abstract; url; alphaxiv_url,,,,,Heuristic paper-level contribution/method/evaluation/artifact evidence tags.
data/processed/icml2026_paper_explorer.csv,processed_data,csv,3398553,6628,31,event_id; title; area; subarea; semantic_cluster_id; semantic_cluster_label; taxonomy_confidence; review_status; topic_group; topic; is_oral; award; public_total_votes; visits_last_7_days; github_url; github_repo; github_stars; artifact_confidence; needs_manual_check_reason; primary_contribution_type; method_families; evaluation_settings; benchmark_mentions; dataset_mentions; metric_mentions; evidence_confidence; author_count; institution_count; url; alphaxiv_url; signal_score,,,,,"Compact paper-level search table for area, program, artifact, and evidence exploration."
data/processed/icml2026_paper_note_overlay_bridge.csv,processed_data,csv,141819,94,24,target_type; target_file; overlay_key; target_present; event_id; sprint_rank; title; area; subarea; claim_id; note_status; blocking_gap; source_fields_to_read; overlay_fields_to_update; allowed_values; transfer_instruction; claim_implication_prompt; taxonomy_question; artifact_check_prompt; note_claim_implications; note_taxonomy_correction; note_evidence_strength; note_artifact_status_checked; note_final_report_use,,,,,Transfer checklist from first-sprint paper notes into claim and area review overlay rows.
data/processed/icml2026_paper_source_access_map.csv,processed_data,csv,77069,56,23,event_id; sprint; sprint_rank; title; area; subarea; target_claims; task_focuses; icml_url; openreview_url; alphaxiv_url; arxiv_id; arxiv_abs_url; arxiv_pdf_url; github_url; source_status; source_gap; brief_path; paper_note_file; local_context; required_extraction_fields; pdf_review_checklist; artifact_check_needed,,,,,"OpenReview, arXiv/PDF, artifact, local-context, and extraction checklist map for sprint papers."
data/processed/icml2026_papers.csv,processed_data,csv,12086974,6628,25,event_id; event_type; title; url; paper_url; openreview_url; decision; topic; topic_group; topic_subtopic; session; starttime; poster_position; authors; institutions; author_count; institution_count; abstract; is_position; is_oral; oral_event_id; oral_url; oral_session; oral_starttime; oral_decision,,,,,Authoritative ICML 2026 paper/poster table parsed from official virtual-site JSON.
data/processed/icml2026_papers.json,processed_data,json,15629093,,,,list,6628,,,
data/processed/icml2026_pdf_extraction_probe.csv,processed_data,csv,4123,8,19,event_id; sprint; sprint_rank; title; target_claims; task_focuses; arxiv_id; arxiv_pdf_url; local_pdf_path; download_status; pdf_bytes; download_error; extract_status; page_count; sample_text_chars; detected_sections; evidence_cue_counts; extraction_error; manual_review_next_step,,,,,Bounded source-readiness probe for downloading and extracting prioritized sprint PDFs.
data/processed/icml2026_pdf_page_cues.csv,processed_data,csv,39516,272,26,event_id; sprint; sprint_rank; title; page_number; text_chars; section_hits; section_introduction; section_related_work; section_method; section_experiment; section_result; section_ablation; section_limitation; section_conclusion; cue_baseline; cue_ablation; cue_dataset; cue_metric; cue_limitation; cue_theorem; cue_artifact; method_score; evidence_score; limitation_score; artifact_score,,,,,Page-level section and evidence-cue counts for probed priority PDFs.
data/processed/icml2026_pdf_review_cards.csv,processed_data,csv,5737,8,18,event_id; sprint; sprint_rank; title; target_claims; task_ids; page_count; local_pdf_path; paper_note_file; brief_path; method_pages; evidence_pages; limitation_pages; artifact_pages; artifact_check_needed; required_manual_fields; review_sequence; review_flags,,,,,Page-level PDF navigation cards for the bounded priority review subset.
data/processed/icml2026_pdf_review_seed_area_overrides.csv,processed_data,csv,3862,8,14,area; event_id; title; manual_validated_suggestion; manual_primary_contribution_type_suggestion; manual_method_family_seed; manual_benchmarks_seed; manual_datasets_seed; manual_metrics_seed; manual_artifact_status_suggestion; manual_result_character_seed; manual_fault_line_relevance_suggestion; manual_notes_seed; seed_status,,,,,Suggestion-only area judgments derived from the bounded eight-PDF review subset.
data/processed/icml2026_pdf_review_seed_claim_overrides.csv,processed_data,csv,3801,15,8,claim_id; event_id; title; manual_claim_support_suggestion; manual_taxonomy_judgment_suggestion; manual_artifact_judgment_suggestion; manual_notes_seed; seed_status,,,,,Suggestion-only claim judgments derived from the bounded eight-PDF review subset.
data/processed/icml2026_pdf_review_seed_paper_notes.csv,processed_data,csv,11270,8,24,event_id; sprint; sprint_rank; title; target_claims; local_pdf_path; pdf_card_path; evidence_pages_checked; paper_read_status_suggestion; contribution_summary_seed; novelty_judgment_suggestion; method_summary_seed; evidence_strength_suggestion; baselines_checked_seed; datasets_checked_seed; metrics_checked_seed; limitations_seed; artifact_status_checked_suggestion; reproducibility_notes_seed; claim_implications_seed; taxonomy_correction_suggestion; final_report_use_suggestion; reviewer_caveat; seed_status,,,,,Suggestion-only paper judgments derived from the bounded eight-PDF review subset.
data/processed/icml2026_pdf_review_transfer_checklist.csv,processed_data,csv,36200,23,19,event_id; sprint_rank; title; target_type; overlay_key; target_file; target_present; claim_id; pdf_card_path; worksheet_path; paper_note_file; page_pass; source_fields_to_read; overlay_fields_to_update; allowed_values; current_note_status; current_blocking_gap; transfer_instruction; post_transfer_commands,,,,,Focused transfer checklist from bounded PDF worksheet rows to claim and area overlays.
data/processed/icml2026_pdf_review_worksheet.csv,processed_data,csv,15229,8,41,event_id; sprint; sprint_rank; title; target_claims; task_ids; task_focuses; local_pdf_path; pdf_card_path; brief_path; paper_note_file; icml_url; openreview_url; arxiv_pdf_url; github_url; method_pages; evidence_pages; limitation_pages; artifact_pages; claim_questions; support_tests; weakening_tests; blocking_risks; required_manual_fields; read_order; paper_read_status; contribution_summary; novelty_judgment; method_summary; evidence_strength; baselines_checked; datasets_checked; metrics_checked; limitations; artifact_status_checked; reproducibility_notes; claim_implications; taxonomy_correction; representative_quote_or_result; final_report_use; reviewer_notes,,,,,"Reviewer-ready worksheet joining PDF pages, claim tests, source links, and blank paper-note fields."
data/processed/icml2026_public_program_divergence_set.csv,processed_data,csv,68711,111,25,category; divergence_score; public_vote_rank; event_id; title; area; subarea; is_oral; award; public_total_votes; visits_last_7_days; github_url; github_stars; review_plan_rank; review_phase; claim_ids; taxonomy_review_status; evidence_confidence; primary_contribution_type; method_families; evaluation_settings; calibration_question; suggested_first_check; url; alphaxiv_url,,,,,Paper-level reading set for public-attention versus oral/award program-signal divergence.
data/processed/icml2026_reproducibility_papers.csv,processed_data,csv,3008698,6628,20,event_id; title; topic_group; topic; themes; cluster_id; cluster_label; audience_paths; is_oral; award; public_total_votes; visits_last_7_days; github_url; github_repo; github_stars; has_github_url; artifact_confidence; needs_manual_check_reason; alphaxiv_url; icml_url,,,,,Paper-level artifact metadata derived from AlphaXiv GitHub fields.
data/processed/icml2026_reproducibility_summary.csv,processed_data,csv,32811,66,10,group_type; group; paper_count; github_url_count; github_url_share; likely_code_count; likely_code_share; needs_manual_check_count; total_github_stars; top_artifact_papers,,,,,"Artifact availability summaries by corpus, topic, cluster, theme, and audience path."
data/processed/icml2026_research_questions_agenda.csv,processed_data,csv,16051,10,14,question_id; priority; question; why_it_matters; current_answer_status; related_claims; related_areas; evidence_basis; safe_current_wording; falsification_test; baseline_check; first_papers_to_read; first_artifacts_to_open; next_action,,,,,"Prioritized ML-research questions with evidence, falsification tests, and first papers."
data/processed/icml2026_researcher_action_plan.csv,processed_data,csv,4233,5,8,time_budget; mode; objective; primary_actions; artifacts_to_open; expected_output; stop_condition; risk_if_skipped,,,,,Time-budgeted plan for using the workspace from 30 minutes to a full review sprint.
data/processed/icml2026_researcher_gap_audit.csv,processed_data,csv,3941,8,6,priority; gap; why_it_matters; current_signal; recommended_artifact; next_action,,,,,Ranked critical gaps and next actions for turning the workspace into a stronger ML landscape brief.
data/processed/icml2026_researcher_readiness_audit.csv,processed_data,csv,11834,20,16,audit_type; id; name; readiness_tier; researcher_use; review_rows; reviewed_rows; remaining_rows; taxonomy_review_rows; low_confidence_rows; program_or_award_rows; github_rows; primary_risk; evidence_summary; next_action; selection_mix,,,,,Claim and area readiness tiers for researcher use.
data/processed/icml2026_researcher_review_plan.csv,processed_data,csv,222907,224,33,global_review_rank; review_priority_score; review_phase; priority_reason; event_id; title; area; subarea; claim_ids; claim_themes; in_claim_queue; in_area_queue; claim_selection_reasons; area_selection_reasons; review_focus; is_oral; award; public_total_votes; github_url; github_stars; needs_manual_check_reason; taxonomy_review_status; evidence_confidence; primary_contribution_type; method_families; evaluation_settings; manual_fields_to_fill; claim_packet_links; claim_dossier_links; area_packet_link; area_briefing_link; icml_url; alphaxiv_url,,,,,De-duplicated ranked manual review plan across claim and area queues.
data/processed/icml2026_researcher_thesis_map.csv,processed_data,csv,9904,8,18,claim_id; theme; thesis_role; readiness_tier; current_status; allowed_wording; statement; evidence; caveats; review_rows; reviewed_rows; remaining_rows; sprint_papers; sprint_notes_started; pre_review_bucket_mix; top_papers_to_read; blocking_checks; next_validation,,,,,"Conservative thesis hierarchy with claim roles, permitted wording, blocking checks, and first papers to read."
data/processed/icml2026_review_decision_tasks.csv,processed_data,csv,180382,75,26,priority_rank; task_id; priority_score; sprint; sprint_rank; event_id; title; claim_id; claim_theme; thesis_role; claim_decision; readiness_tier; area; subarea; task_focus; why_this_paper; claim_question; minimum_decision_needed; what_to_extract; support_signal; weakening_signal; blocking_risk; required_manual_fields; source_artifacts; writeback_targets; next_action,,,,,"Paper-by-claim decision matrix for turning sprint reading into support, weakening, taxonomy, and artifact judgments."
data/processed/icml2026_review_execution_claim_actions.csv,processed_data,csv,4780,8,15,action_priority; claim_id; theme; decision; reviewed_rows; minimum_reviewed_rows; paper_notes_started; minimum_paper_notes; assigned_sprint; sprint_01_papers; sprint_02_papers; bridge_ready; missing_for_promotion; next_action; first_overlay_actions,,,,,Claim-level next actions for executing manual review sprints.
data/processed/icml2026_review_execution_dashboard.csv,processed_data,csv,1602,9,8,area; metric; current; target; completion_rate; status; next_action; source,,,,,"Operational metrics for review progress, quality gates, and claim promotion readiness."
data/processed/icml2026_review_sprint_01.csv,processed_data,csv,82424,40,24,sprint_rank; event_id; title; review_phase; area; subarea; claim_ids; why_first; claim_overlay_keys; area_overlay_keys; claim_fields_to_fill; area_fields_to_fill; review_focus; claim_packet_links; claim_dossier_links; area_packet_link; area_briefing_link; signals; method_families; evaluation_settings; abstract_excerpt; icml_url; alphaxiv_url; github_url,,,,,First-sprint manual review worksheet with overlay keys and field prompts.
data/processed/icml2026_review_sprint_02.csv,processed_data,csv,29215,16,26,sprint_rank; global_review_rank; target_claims; event_id; title; review_phase; area; subarea; claim_ids; why_in_sprint; claim_overlay_keys; area_overlay_keys; claim_fields_to_fill; area_fields_to_fill; review_focus; claim_packet_links; claim_dossier_links; area_packet_link; area_briefing_link; signals; method_families; evaluation_settings; abstract_excerpt; icml_url; alphaxiv_url; github_url,,,,,Second manual review worksheet for C04/C05 claims missing first-sprint coverage.
data/processed/icml2026_safe_statement_register.csv,processed_data,csv,19540,20,13,statement_type; id; name; wording_status; risk_tier; decision; allowed_wording; unsafe_wording; required_caveat; evidence_basis; promotion_condition; falsification_test; first_artifact_to_open,,,,,"Allowed wording, unsafe wording, and caveats for claims and area summaries."
data/processed/icml2026_sector_collaboration_counts.csv,processed_data,csv,377,10,2,sector_pair; institution_edge_count,,,,,
data/processed/icml2026_sector_counts.csv,processed_data,csv,112,4,2,sector; paper_institution_mentions,,,,,
data/processed/icml2026_sector_mix_counts.csv,processed_data,csv,560,16,2,sector_mix; paper_count,,,,,
data/processed/icml2026_semantic_cluster_assignments.csv,processed_data,csv,3357867,6628,22,event_id; semantic_cluster_id; semantic_cluster_label; lexical_cluster_id; lexical_cluster_label; title; topic; topic_group; themes; is_oral; award; public_total_votes; visits_last_7_days; github_stars; composite_score; semantic_distance; semantic_centrality; semantic_x; semantic_y; attention_score; url; alphaxiv_url,,,,,
data/processed/icml2026_semantic_cluster_diagnostics.csv,processed_data,csv,382,6,10,k; sample_silhouette_cosine; min_cluster_size; max_cluster_size; selected_k; lexical_adjusted_rand; lexical_normalized_mutual_info; embedding_source; model_name; loaded_from_cache,,,,,
