event_id,title,author_count,canonical_institution_count,sector_mix,has_industry,has_academia,has_research_institute,has_industry_academia,cluster_id,cluster_label,themes,is_oral,award,public_total_votes,visits_last_7_days,canonical_institutions,authors,url
61337,Hyper-ICL: Attention Calibration with Hyperbolic Anchor Distillation for Multimodal In-Context Learning,3,1,Academia,False,True,False,False,14,attention / transformers / transformer / context,"Causality and data-centric ML; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Systems, efficiency, and compression",false,,7,18,Clemson University,Niloufar Alipour Talemi; Hossein Kashiani; Fatemeh Afghah,https://icml.cc/virtual/2026/poster/61337
63751,Data Augmentation of Contrastive Learning is Estimating Positive-incentive Noise,4,3,Academia; Other / unknown,False,True,False,False,17,representation / machine learning / machine / general,"AI for science, health, and biology; Multimodal, vision-language, and video; Theory, optimization, and sampling",false,,5,0,China Telecom; Northwest Polytechnical University Xi'an; University of Hong Kong,Hongyuan Zhang; Yanchen Xu; Sida Huang; Xuelong Li,https://icml.cc/virtual/2026/poster/63751
64625,FastSESR: Fast Scene-level Explicit Surface Reconstruction,3,2,Academia,False,True,False,False,10,3d / vision / applications computer / computer vision,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Theory, optimization, and sampling",false,,0,0,Beijing Jiaotong University; Beijing jiaotong university,Jueqi Liu; Xuechao Zou; Congyan Lang,https://icml.cc/virtual/2026/poster/64625
66078,Query Circuits: Explaining How Language Models Answer User Prompts,2,1,Academia,False,True,False,False,23,interpretability / accountability / transparency / transparency interpretability,"Diffusion, flow, and generative modeling; Interpretability and mechanistic analysis; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,4,3,University of Oxford,Tung-Yu Wu; Fazl Barez,https://icml.cc/virtual/2026/poster/66078
66787,Reliability-Aware LLM Alignment from Inconsistent Human Feedback,6,5,Academia,False,True,False,False,24,preference / reward / preferences / preference optimization,"Agents, tools, and computer use; Causality and data-centric ML; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,0,0,Loyola Marymount University; Miami University; Miami University (Ohio); Miami University of Ohio; University of Illinois Urbana-Champaign,Jingyi Huang; Ruohan Zong; Yujun Feng; Liran Ma; Lanyu Shang; Yang Zhang,https://icml.cc/virtual/2026/poster/66787
61805,SSA: Sparse Sparse Attention by Aligning Full and Sparse Attention Outputs in Feature Space,7,5,Academia; Industry; Other / unknown,True,True,False,True,14,attention / transformers / transformer / context,"Safety, alignment, governance, and risk; Systems, efficiency, and compression",false,,32,18,"Google DeepMind; KCL; King's College London; King's College London, University of London; Tencent",Zhenyi Shen; Junru Lu; Lin Gui; Jiazheng Li; Yulan He; di yin; Xing Sun,https://icml.cc/virtual/2026/poster/61805
62027,LEGO: An LLM-Enabled Hierarchical Optimizer for Tensor Computation Graphs with Structure-Aware Search and Compositional Synthesis,13,4,Academia; Research institute,False,True,True,False,20,code / anonymous / 4open science / 4open,"Agents, tools, and computer use; Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,0,0,Chinese Academy of Sciences; University of Chinese Academy of Sciences; University of Leeds; University of New South Wales,Ruiyuan Xu; shuoming zhang; Guangli Li; Qiuchu Yu; Rui Zhang; Yangyu Zhang; Hao Qian; Chunwei Xia; Jiacheng Zhao; Chenxi Wang; Xiaobing Feng; Jingling Xue; Huimin Cui,https://icml.cc/virtual/2026/poster/62027
61728,VBA: Vector Bundle Attention for Intrinsically Geometric Representation Learning,3,1,Academia,False,True,False,False,17,representation / machine learning / machine / general,"AI for science, health, and biology; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,0,0,Cardiff University,Shenglei Fang; Xianfang Sun; You Zhou,https://icml.cc/virtual/2026/poster/61728
66809,Latent Spherical Flow Policy for Reinforcement Learning with Combinatorial Actions,9,3,Academia; Industry,True,True,False,True,7,reinforcement learning / reinforcement / policy / rl,"Diffusion, flow, and generative modeling; RL for LLMs and verifiable rewards; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,2,0,Amazon; Columbia University; Harvard University,Lingkai Kong; Anagha Satish; Hezi Jiang; Akseli Kangaslahti; Andrew Ma; Wenbo Chen; Mingxiao Song; Lily Xu; Milind Tambe,https://icml.cc/virtual/2026/poster/66809
67054,Position: Token Taxes Can Mitigate AI's Economic Risks,3,1,Academia,False,True,False,False,28,position / ai / position paper / argues,"Robotics and world models; Safety, alignment, governance, and risk",false,,0,0,University of Oxford,Lucas Irwin; Tung-Yu Wu; Fazl Barez,https://icml.cc/virtual/2026/poster/67054
64661,Dynamic Fractal Mamba: A Neural Renormalization Group Flow for Scale-Invariant Sequence Modeling,3,1,Academia,False,True,False,False,18,time series / series / time / forecasting,"Safety, alignment, governance, and risk; Systems, efficiency, and compression",false,,0,0,Cardiff University,Shenglei Fang; Xianfang Sun; You Zhou,https://icml.cc/virtual/2026/poster/64661
62905,Learn to Merge: Meta-Learning for Adaptive Multi-Task Model Merging,6,5,Academia; Other / unknown,False,True,False,False,20,code / anonymous / 4open science / 4open,"Systems, efficiency, and compression",false,,0,0,Great Bay University; Shenzhen University; Shenzhen University & Great Bay University; UIC; University of Wisconsin - Madison,Jun Chen; Qin Zhang; Weizhi Zhang; Xiao Luo; Philip Yu; Ziyue Qiao,https://icml.cc/virtual/2026/poster/62905
64324,Compositional Transduction with Latent Analogies for Offline Goal-Conditioned Reinforcement Learning,4,2,Academia,False,True,False,False,7,reinforcement learning / reinforcement / policy / rl,"Agents, tools, and computer use; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",false,,7,1,Carnegie Mellon University; Seoul National University,Junseok Kim; Dohyeong Kim; Mineui Hong; Songhwai Oh,https://icml.cc/virtual/2026/poster/64324
66306,Training-Free Hashing-Based Attention via Binary Principal Components,9,3,Academia; Industry,True,True,False,True,21,quantization / kv / memory / cache,"Memorization, evaluation, and generalization; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,0,0,Nanyang Technological University; Tencent; Xiamen University,Daohai Yu; Zhanpeng Zeng; Keyu Chen; Wenhao Li; Zhifeng Shen; Luxi Lin; Ruizhi Qiao; Xing Sun; Rongrong Ji,https://icml.cc/virtual/2026/poster/66306
63090,T$^2$PO: Uncertainty-Guided Exploration Control for Stable Multi-Turn Agentic Reinforcement Learning,10,7,Academia; Industry; Other / unknown,True,True,False,True,6,reasoning / reinforcement / rl / reinforcement learning,"Agents, tools, and computer use; Causality and data-centric ML; LLM reasoning and test-time compute; RL for LLMs and verifiable rewards; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,56,20,Amazon; Anthropic; Emory University; Hong Kong University of Science and Technology; Rutgers University; UCLA; University of Michigan,Haixin Wang; Hejie Cui; Chenwei Zhang; Jiahui Gao; Shuowei Jin; Shijie Geng; Xinyang Zhang; Nasser Zalmout; Zhenyu Shi; Yizhou Sun,https://icml.cc/virtual/2026/poster/63090
64217,Beyond Test-Time Training: Learning to Reason via Hardware-Efficient Optimal Control,11,6,Academia; Industry; Other / unknown,True,True,False,True,13,scaling / test time / test / time,"Agents, tools, and computer use; LLM reasoning and test-time compute; RL for LLMs and verifiable rewards; Systems, efficiency, and compression",false,,17,0,Adobe Foundry; Amazon; Georgia Tech; Hong Kong University of Science and Technology; UMD-CP & UNC-CH; University of Texas at Austin,Peihao Wang; Shan Yang; Xijun Wang; Tesi Xiao; Jiahui Gao; Changlong Yu; Yu Lou; Pan Li; Zhangyang “Atlas” Wang; Ming Lin; Rene Vidal,https://icml.cc/virtual/2026/poster/64217
66322,Learning Biophysical Models of Large-Scale Multineuronal Data To Enable Precise Neurostimulation,12,2,Academia,False,True,False,False,27,neuroscience / cognitive / neuroscience cognitive / applications neuroscience,"AI for science, health, and biology; Interpretability and mechanistic analysis",false,,0,0,"Stanford University; University of California, Santa Cruz",Amrith Lotlikar; Ian Tanoh; Praful Vasireddy; Andrew Lanpouthakoun; Michael A Sommeling; Ramandeep Vilkhu; A.J. Phillips; Alexander Sher; Alan Litke; Scott Linderman; EJ Chichilnisky; Subhasish Mitra,https://icml.cc/virtual/2026/poster/66322
63729,CauScale: Neural Causal Discovery at Scale,5,4,Academia; Other / unknown; Research institute,False,True,True,False,8,causal / causality / learning causality / treatment,"AI for science, health, and biology; Causality and data-centric ML; Systems, efficiency, and compression",false,,8,0,Shanghai AI Laboratory; Shanghai Aritifcal Intelligence Laboratory; Shanghai Jiao Tong University; Tongji University,Bo Peng; Sirui Chen; Jiaguo Tian; Yu Qiao; Chaochao Lu,https://icml.cc/virtual/2026/poster/63729
62777,Tracking Drift: Variation-Aware Entropy Scheduling for Non-Stationary Reinforcement Learning,4,1,Academia,False,True,False,False,7,reinforcement learning / reinforcement / policy / rl,"Agents, tools, and computer use; RL for LLMs and verifiable rewards; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,3,0,Southeast University,Tongxi Wang; Zhuoyang Xia; Xinran Chen; Shan Liu,https://icml.cc/virtual/2026/poster/62777
62772,Towards Completeness in Causal Discovery from Soft Interventions with Known Targets,2,1,Academia,False,True,False,False,8,causal / causality / learning causality / treatment,Causality and data-centric ML; LLM reasoning and test-time compute,false,,0,0,Johns Hopkins University,Zihan Zhou; Murat Kocaoglu,https://icml.cc/virtual/2026/poster/62772
65528,Fairness in Aggregation: Optimal Top-$k$ and Improved Full Ranking,4,2,Academia,False,True,False,False,9,theory / algorithm / optimal / regret,"Safety, alignment, governance, and risk",false,,3,0,"National University of Singapore; University of California, San Diego",Alvin Hong Yao Yan; Diptarka Chakraborty; Arya Mazumdar; Barna Saha,https://icml.cc/virtual/2026/poster/65528
62082,Enhancing Multi-Modal LLMs Reasoning via Difficulty-Aware Group Normalization,8,2,Academia,False,True,False,False,6,reasoning / reinforcement / rl / reinforcement learning,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",false,,5,6,National University of Singapore; University of Science and Technology of China,Jinghan Li; Junfeng Fang; Jinda Lu; Yuan Wang; Xiaoyan Guo; Tianyu Zhang; Xiang Wang; Xiangnan He,https://icml.cc/virtual/2026/poster/62082
63489,CSPLoRA: Confidence-Guided Structure Planning for Low-Rank Adaptation,6,2,Academia; Other / unknown,False,True,False,False,12,tuning / fine tuning / fine / lora,"Agents, tools, and computer use; Interpretability and mechanistic analysis; LLM reasoning and test-time compute; Systems, efficiency, and compression",false,,0,0,Independent researcher; University of Science and Technology of China,Huiming Ding; Xiaochen Li; Jianhui Ma; Xu An; Yihui Yang; Zhenyu Tan,https://icml.cc/virtual/2026/poster/63489
62188,Tempora: Characterising the Time-Contingent Utility of Online Test-Time Adaptation,3,2,Academia; Industry,True,True,False,True,13,scaling / test time / test / time,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Theory, optimization, and sampling",false,,2,2,Samsung; University of Cambridge,Sudarshan Sreeram; Young D. Kwon; Cecilia Mascolo,https://icml.cc/virtual/2026/poster/62188
62499,FedTreeLoRA: Reconciling Statistical and Functional Heterogeneity in Federated LoRA Fine-Tuning,4,2,Academia,False,True,False,False,12,tuning / fine tuning / fine / lora,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk; Systems, efficiency, and compression",false,,0,0,Middle Tennessee State University; University of Florida,Jieming Bian; Lei Wang; Letian Zhang; Jie Xu,https://icml.cc/virtual/2026/poster/62499
61300,Partial Identification under High-Dimensional Potential Outcomes and Confounders via Optimal Transport,3,3,Academia,False,True,False,False,8,causal / causality / learning causality / treatment,"Causality and data-centric ML; Interpretability and mechanistic analysis; Theory, optimization, and sampling",false,,2,4,"Fudan University; Tenure-track Assistant Professor, Shanghai University of Finance and Economics; University of Southern California",Yunfeng Wang; Zhiheng Zhang; Zijun Gao,https://icml.cc/virtual/2026/poster/61300
60649,Causal Discovery for Irregularly Time Series with Consistency Guarantees,7,3,Academia; Other / unknown,False,True,False,False,8,causal / causality / learning causality / treatment,"AI for science, health, and biology; Causality and data-centric ML; Diffusion, flow, and generative modeling; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,0,7,Kuaishou Technology; Kuaishou- 快手科技; Zhejiang University,Weihong Li; Baohong Li; Anpeng Wu; Zhihan Li; Ming Ma; Kun Kuang; Keting Yin,https://icml.cc/virtual/2026/poster/60649
63464,Reparameterization Flow Policy Optimization,4,1,Academia,False,True,False,False,7,reinforcement learning / reinforcement / policy / rl,"Diffusion, flow, and generative modeling; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Robotics and world models; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,5,3,Tsinghua University,Hai Zhong; Zhuoran Li; Xun Wang; Longbo Huang,https://icml.cc/virtual/2026/poster/63464
64810,Optimal Bayesian Stopping for Efficient Inference of Consistent LLM Answers,3,2,Academia,False,True,False,False,1,language / language models / llms / large language,"Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,4,2,Columbia University; New York University,Jingkai Huang; Will Ma; Zhengyuan Zhou,https://icml.cc/virtual/2026/poster/64810
61380,From Feasible to Practical: Pareto-Optimal Synthesis Planning,3,3,Academia,False,True,False,False,15,physics / chemistry / earth / applications chemistry,"AI for science, health, and biology; Agents, tools, and computer use; Diffusion, flow, and generative modeling; Memorization, evaluation, and generalization; Theory, optimization, and sampling",true,,1,2,Imperial College London; Imperial college london; University of Manchester,Friedrich Hastedt; Dongda Zhang; Antonio Del rio chanona,https://icml.cc/virtual/2026/poster/61380
65278,DenseMLLM: Standard Multimodal LLMs are Intrinsic Dense Predictors,9,4,Academia; Industry; Research institute,True,True,True,True,4,visual / multimodal / reasoning / vision,"Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards",false,,9,1,Chinese Academy of Sciences; Hong Kong University of Science and Technology; Tencent; Xidian University,Yi Li; Hongze Shen; Lexiang Tang; Xin Li; Xinpeng Ding; Yinsong Liu; Deqiang Jiang; Xing Sun; Xiaomeng Li,https://icml.cc/virtual/2026/poster/65278
65802,Magnitude Distance: A Geometric Measure of Dataset Similarity,3,2,Academia,False,True,False,False,17,representation / machine learning / machine / general,"Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",false,,1,1,The University of Edinburgh; University of Edinburgh,Sahel Torkamani; Henry Gouk; Rik Sarkar,https://icml.cc/virtual/2026/poster/65802
65914,Class-Prior Perturbation-Robust Regularization for Imbalanced Unreliable Partial Label Learning,4,1,Academia,False,True,False,False,25,cross / semantic / label / extensive,"Agents, tools, and computer use; Diffusion, flow, and generative modeling; Memorization, evaluation, and generalization; Theory, optimization, and sampling",false,,0,0,Southeast University,Congyu Qiao; Haohao Dong; Xin Geng; Ning Xu,https://icml.cc/virtual/2026/poster/65914
60478,Grouter: Decoupling Routing from Representation for Accelerated MoE Training,5,2,Academia; Other / unknown,False,True,False,False,12,tuning / fine tuning / fine / lora,"LLM reasoning and test-time compute; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,0,5,Peking University; Zhejiang Lab,Yuqi Xu; Rizhen Hu; zihan liu; Mou Sun; Kun Yuan,https://icml.cc/virtual/2026/poster/60478
64115,ASTRA: Communication-Efficient Acceleration for Multi-Device Transformer Inference,4,3,Academia; Industry,True,True,False,True,21,quantization / kv / memory / cache,"Systems, efficiency, and compression",false,,0,0,"Amazon; University of Massachusetts at Amherst; University of Massachusetts, Amherst",Xiao Liu; Lijun Zhang; Deepak Ganesan; Hui Guan,https://icml.cc/virtual/2026/poster/64115
60520,Generalized Discrete Diffusion with Self-Correction,6,2,Academia; Other / unknown,False,True,False,False,20,code / anonymous / 4open science / 4open,"Diffusion language models; Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,11,12,Morgan Stanley; Purdue University,Linxuan Wang; Ziyi Wang; Yikun Bai; Wei Deng; Guang Lin; Qifan Song,https://icml.cc/virtual/2026/poster/60520
64668,From Shortcuts to Reasoning: Robust Post-Training of Theory of Mind with Reinforcement Learning,8,7,Academia; Other / unknown,False,True,False,False,6,reasoning / reinforcement / rl / reinforcement learning,"Agents, tools, and computer use; Causality and data-centric ML; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",false,,8,5,"Emory University; Georgia Tech; Honda Research Institute USA; National Taiwan University; University of Maryland, College Park; University of Massachusetts Amherst; University of Southern California",Jike Zhong; Yuxiang Lai; Ming Li; Yuheng Li; Wuao Liu; Behzad Dariush; Konstantinos Psounis; Shao-Yuan Lo,https://icml.cc/virtual/2026/poster/64668
63727,Revisiting Neural Processes via Fourier Transform and Volterra Series,3,1,Academia,False,True,False,False,16,physics / pde / equations / pdes,"Interpretability and mechanistic analysis; Memorization, evaluation, and generalization; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,3,0,Texas A&M University,Peiman Mohseni; Nick Duffield; Raymond K. W. Wong,https://icml.cc/virtual/2026/poster/63727
62534,Factor-Wise Homogeneity of Slot-Attention for Continual Object-Centric Learning,5,2,Academia; Other / unknown,False,True,False,False,17,representation / machine learning / machine / general,"Multimodal, vision-language, and video; Safety, alignment, governance, and risk; Systems, efficiency, and compression",false,,0,0,Gwangju Institute of Science and Technology; Seoul National University,Ilmin Kang; Hoyong Kim; Seungju Bang; Minwoo Kang; Kangil Kim,https://icml.cc/virtual/2026/poster/62534
63915,Training with Honeypots: Reshaping How LLMs Fail,4,4,Academia; Other / unknown,False,True,False,False,2,attacks / attack / safety / adversarial,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",false,,0,0,"ETH Zurich; MPI & UToronto; MPI for Intelligent Systems Tübingen, Germany; University of Toronto",Samuel Simko; Punya Pandey; Zhijing Jin; Bernhard Schölkopf,https://icml.cc/virtual/2026/poster/63915
64178,Layer-Centric Factors of Variation Disentanglement for Task- and Model-Agnostic Generalization,5,3,Academia; Other / unknown,False,True,False,False,17,representation / machine learning / machine / general,"Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",false,,0,0,GIST(Gwangju Institute of Science and Technology); Gwangju Institute of Science and Technology; Seoul National University,Hee-Jun Jung; Minwoo Kang; Jongmin Park; Kangil Kim; Hoyong Kim,https://icml.cc/virtual/2026/poster/64178
63900,"CE$^4$L: Continual Ego, Exo, and Ego-Exo Learning",6,1,Academia,False,True,False,False,25,cross / semantic / label / extensive,"Agents, tools, and computer use; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Robotics and world models; Systems, efficiency, and compression",false,,0,0,Tsinghua University,Hongwei Yan; Kanglei Zhou; Yuchen Liu; Qingyu Shi; Yi Zhong; Liyuan Wang,https://icml.cc/virtual/2026/poster/63900
66633,RQ-MoE: Residual Quantization via Mixture of Experts for Efficient Input-Dependent Vector Compression,6,2,Academia,False,True,False,False,21,quantization / kv / memory / cache,"Agents, tools, and computer use; Systems, efficiency, and compression",false,,6,1,Xiamen University; xiamen university,Zhengjia Zhong; Shuyan Ke; zaizhou lin; Jiaqi Song; Hongyi Lan; Hui Li,https://icml.cc/virtual/2026/poster/66633
63791,DisPPO: Quantile-Based Distributional Reinforcement Learning for Large Language Models,13,6,Academia; Industry; Other / unknown,True,True,False,True,7,reinforcement learning / reinforcement / policy / rl,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",false,,0,0,"Fudan University; Grffith University; INF Technology (Shanghai) Co., Ltd.; MIT; Tencent; University of Waterloo",Zhijian Zhou; Long Li; Xuan Zhang; Zongkai Liu; Yanting Miao; Yuchen Liu; Deshu Chen; Ke Li; Xing Sun; Ruoxi Jiang; Xiaoyu Tan; Chao Qu; Yuan Qi,https://icml.cc/virtual/2026/poster/63791
64089,Step-resolved data attribution for looped transformers,5,4,Academia; Industry; Other / unknown,True,True,False,True,14,attention / transformers / transformer / context,Causality and data-centric ML; Interpretability and mechanistic analysis; LLM reasoning and test-time compute; RL for LLMs and verifiable rewards,false,,6,0,Google; Harvard University; Hasso Plattner Institute & Alphabet; Technical University of Munich,Georgios Kaissis; David Mildenberger; Felipe Gomez; Martin Menten; Eleni Triantafillou,https://icml.cc/virtual/2026/poster/64089
63367,CUARewardBench: Benchmark for Evaluating Reward Models on Computer-using Agent Trajectories,13,6,Academia; Industry; Other / unknown,True,True,False,True,11,agent / agents / multi agent / multi,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards",false,,15,0,"Fudan University; INF Technology (Shanghai) Co., Ltd.; Lab of Youtu; Nanjing University; Peking University; Tencent",Haojia Lin; Xiaoyu Tan; Yulei Qin; Zihan Xu; Yuchen Shi; Zongyi Li; Gang Li; Shaofei Cai; Siqi Cai; Yuzheng Cai; Chaoyou Fu; Ke Li; Xing Sun,https://icml.cc/virtual/2026/poster/63367
65629,Efficient numeracy in language models through single-token number embeddings,6,5,Academia; Other / unknown,False,True,False,False,1,language / language models / llms / large language,"Agents, tools, and computer use; LLM reasoning and test-time compute; Systems, efficiency, and compression",false,,9,5,"AI in Medicine, Technical University of Munich | Virdx | QuantCo |; Hasso Plattner Institute & Alphabet; Jane Street; TU Munich; Technical University of Munich",Linus Kreitner; Paul Hager; Jonathan Mengedoht; Georgios Kaissis; Daniel Rueckert; Martin Menten,https://icml.cc/virtual/2026/poster/65629
61990,When Softmax Fails at the Top: Extreme‑Value Corrections for InfoNCE,6,2,Academia,False,True,False,False,17,representation / machine learning / machine / general,"Memorization, evaluation, and generalization; Theory, optimization, and sampling",false,,1,0,Boston University; MIT,Hasan Sabri Melihcan Erol; Suat Evren; Oktay Ozel; Alexander Morgan; Jongha (Jon) Ryu; Lizhong Zheng,https://icml.cc/virtual/2026/poster/61990
60896,Optimal conversion from Rényi Differential Privacy to $f$-Differential Privacy,5,4,Academia; Other / unknown,False,True,False,False,26,privacy / private / dp / aspects privacy,"Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,0,0,"Harvard University; Hasso Plattner Institute & Alphabet; Helmholtz Munich; Technical University of Munich / Helmholtz Munich, Germany and King's College London, UK",Anneliese Riess; Felipe Gomez; Flavio Calmon; Julia Schnabel; Georgios Kaissis,https://icml.cc/virtual/2026/poster/60896
