event_id,cluster_id,cluster_label,title,topic,topic_group,themes,is_oral,award,public_total_votes,visits_last_7_days,github_stars,composite_score,cluster_distance,cluster_centrality,attention_score,url,alphaxiv_url
63915,2,attacks / attack / safety / adversarial,Training with Honeypots: Reshaping How LLMs Fail,Deep Learning->Large Language Models,Deep Learning,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",false,,0,0,0,0.0,0.78306,0.56083,0.0,https://icml.cc/virtual/2026/poster/63915,
64178,17,representation / machine learning / machine / general,Layer-Centric Factors of Variation Disentanglement for Task- and Model-Agnostic Generalization,Deep Learning->Other Representation Learning,Deep Learning,"Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",false,,0,0,0,0.0,0.90854,0.52396,0.0,https://icml.cc/virtual/2026/poster/64178,
63900,25,cross / semantic / label / extensive,"CE$^4$L: Continual Ego, Exo, and Ego-Exo Learning","General Machine Learning->Transfer, Multitask and Meta-learning",General Machine Learning,"Agents, tools, and computer use; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Robotics and world models; Systems, efficiency, and compression",false,,0,0,0,0.0,0.8784,0.53237,0.0,https://icml.cc/virtual/2026/poster/63900,
66633,21,quantization / kv / memory / cache,RQ-MoE: Residual Quantization via Mixture of Experts for Efficient Input-Dependent Vector Compression,General Machine Learning->Representation Learning,General Machine Learning,"Agents, tools, and computer use; Systems, efficiency, and compression",false,,6,1,0,0.0083,0.90634,0.52456,0.00416,https://icml.cc/virtual/2026/poster/66633,https://www.alphaxiv.org/abs/2605.14359
63791,7,reinforcement learning / reinforcement / policy / rl,DisPPO: Quantile-Based Distributional Reinforcement Learning for Large Language Models,Reinforcement Learning->Everything Else,Reinforcement Learning,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",false,,0,0,0,0.0,0.78139,0.56136,0.0,https://icml.cc/virtual/2026/poster/63791,
64089,14,attention / transformers / transformer / context,Step-resolved data attribution for looped transformers,Deep Learning->Everything Else,Deep Learning,Causality and data-centric ML; Interpretability and mechanistic analysis; LLM reasoning and test-time compute; RL for LLMs and verifiable rewards,false,,6,0,0,0.0066,0.91856,0.52122,0.00331,https://icml.cc/virtual/2026/poster/64089,https://www.alphaxiv.org/abs/2602.10097
63367,11,agent / agents / multi agent / multi,CUARewardBench: Benchmark for Evaluating Reward Models on Computer-using Agent Trajectories,General Machine Learning->Evaluation,General Machine Learning,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards",false,,15,0,0,0.0165,0.8691,0.53502,0.00826,https://icml.cc/virtual/2026/poster/63367,https://www.alphaxiv.org/abs/2510.18596
65629,1,language / language models / llms / large language,Efficient numeracy in language models through single-token number embeddings,Deep Learning->Large Language Models,Deep Learning,"Agents, tools, and computer use; LLM reasoning and test-time compute; Systems, efficiency, and compression",false,,9,5,3,0.2957,0.79572,0.55688,0.00921,https://icml.cc/virtual/2026/poster/65629,https://www.alphaxiv.org/abs/2510.06824
61990,17,representation / machine learning / machine / general,When Softmax Fails at the Top: Extreme‑Value Corrections for InfoNCE,General Machine Learning->Unsupervised and Semi-supervised Learning,General Machine Learning,"Memorization, evaluation, and generalization; Theory, optimization, and sampling",false,,1,0,0,0.0011,0.88545,0.53038,0.00055,https://icml.cc/virtual/2026/poster/61990,https://www.alphaxiv.org/abs/2606.00262
60896,26,privacy / private / dp / aspects privacy,Optimal conversion from Rényi Differential Privacy to $f$-Differential Privacy,Social Aspects->Privacy,Social Aspects,"Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,0,0,0,0.0,0.76452,0.56673,0.0,https://icml.cc/virtual/2026/poster/60896,https://www.alphaxiv.org/abs/2602.04562
63575,6,reasoning / reinforcement / rl / reinforcement learning,Learning from Comparison: Constrained Projection Policy Optimization for Pareto-Front Improvement,Reinforcement Learning->Everything Else,Reinforcement Learning,"Agents, tools, and computer use; Interpretability and mechanistic analysis; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,0,0,0,0.0,0.89713,0.52711,0.0,https://icml.cc/virtual/2026/poster/63575,
60687,25,cross / semantic / label / extensive,"DIYHealth Suite: Dataset, Model, and Benchmark for Health Management at Home",Applications->Health / Medicine,Applications,"AI for science, health, and biology; Memorization, evaluation, and generalization; Multimodal, vision-language, and video",false,,0,2,0,0.0034,0.91403,0.52246,0.0017,https://icml.cc/virtual/2026/poster/60687,https://www.alphaxiv.org/abs/2606.07542
67167,28,position / ai / position paper / argues,Position: Safe Models Do Not Guarantee Safe Societies: The Case for Sociopolitical Risk,Social Aspects->Safety,Social Aspects,"Safety, alignment, governance, and risk",false,,0,0,0,0.0,0.62419,0.61569,0.0,https://icml.cc/virtual/2026/poster/67167,
62623,12,tuning / fine tuning / fine / lora,FedSDR: Federated Self-Distillation with Rectification,Deep Learning->Large Language Models,Deep Learning,"LLM reasoning and test-time compute; Systems, efficiency, and compression",false,,1,0,0,0.0011,0.85319,0.53961,0.00055,https://icml.cc/virtual/2026/poster/62623,https://www.alphaxiv.org/abs/2605.18028
64179,12,tuning / fine tuning / fine / lora,TIME: Tensor-Factorized Mixture-of-Experts with Intrinsic Routing for Lifelong Multimodal Knowledge Editing,Deep Learning->Large Language Models,Deep Learning,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Systems, efficiency, and compression",false,,0,0,0,0.0,0.9035,0.52535,0.0,https://icml.cc/virtual/2026/poster/64179,
66431,29,speech / audio / applications language / speech dialog,Dual-View Predictive Diffusion: Lightweight Speech Enhancement via Spectrogram-Image Synergy,"Applications->Language, Speech and Dialog",Applications,"Diffusion, flow, and generative modeling; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Systems, efficiency, and compression",false,,4,0,0,0.0044,0.7826,0.56098,0.0022,https://icml.cc/virtual/2026/poster/66431,https://www.alphaxiv.org/abs/2602.00568
62655,7,reinforcement learning / reinforcement / policy / rl,Doubly Regularized Markov Decision Processes for Robust Reinforcement Learning,Reinforcement Learning->Online,Reinforcement Learning,"RL for LLMs and verifiable rewards; Robotics and world models; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,0,0,0,0.0,0.76094,0.56788,0.0,https://icml.cc/virtual/2026/poster/62655,
62832,9,theory / algorithm / optimal / regret,On the Learnability of Test-Time Adaptation: A Recovery Complexity Perspective,General Machine Learning->Unsupervised and Semi-supervised Learning,General Machine Learning,"LLM reasoning and test-time compute; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,6,4,0,0.0134,0.90224,0.5257,0.00671,https://icml.cc/virtual/2026/poster/62832,https://www.alphaxiv.org/abs/2605.28057
65449,25,cross / semantic / label / extensive,Symbiosis-Inspired Knowledge Distillation for Incremental Object Detection,"General Machine Learning->Transfer, Multitask and Meta-learning",General Machine Learning,"Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,0,0,0,0.0,0.87034,0.53466,0.0,https://icml.cc/virtual/2026/poster/65449,
65152,9,theory / algorithm / optimal / regret,"MiniMax Learning of Interpretable Factored Stochastic Policies from Conjoint Data, with Uncertainty Quantification",General Machine Learning->Causality,General Machine Learning,Causality and data-centric ML; Interpretability and mechanistic analysis; RL for LLMs and verifiable rewards,false,,0,0,0,0.0,0.85996,0.53765,0.0,https://icml.cc/virtual/2026/poster/65152,
63494,17,representation / machine learning / machine / general,Component-Wise Composite Likelihood Distillation for Censored Time-to-Event Data,"General Machine Learning->Transfer, Multitask and Meta-learning",General Machine Learning,"AI for science, health, and biology; Diffusion, flow, and generative modeling; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,0,0,0,0.0,0.91807,0.52136,0.0,https://icml.cc/virtual/2026/poster/63494,
63056,12,tuning / fine tuning / fine / lora,Merge to Remember: Sharpness-Aware Isotropic Merging for Continual Learning,"General Machine Learning->Transfer, Multitask and Meta-learning",General Machine Learning,"Agents, tools, and computer use; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,0,0,0,0.0,0.86568,0.536,0.0,https://icml.cc/virtual/2026/poster/63056,
65911,23,interpretability / accountability / transparency / transparency interpretability,Beyond External Monitors: Enhancing Transparency of Large Language Models for Easier Monitoring,"Social Aspects->Accountability, Transparency, and Interpretability",Social Aspects,"Interpretability and mechanistic analysis; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,8,0,0,0.0088,0.72711,0.579,0.00441,https://icml.cc/virtual/2026/poster/65911,https://www.alphaxiv.org/abs/2502.05242
