event_id,sprint,sprint_rank,title,area,subarea,target_claims,task_focuses,icml_url,openreview_url,alphaxiv_url,arxiv_id,arxiv_abs_url,arxiv_pdf_url,github_url,source_status,source_gap,brief_path,paper_note_file,local_context,required_extraction_fields,pdf_review_checklist,artifact_check_needed
66212,sprint_01,11,Controlled LLM Training on Spectral Sphere,Systems and Efficient Foundation Models,"Large-scale training, optimizers, and model architecture",C02; C08,infrastructure_coherence; workflow_validation,https://icml.cc/virtual/2026/poster/66212,https://openreview.net/forum?id=5kTn1c3vtt,https://www.alphaxiv.org/abs/2601.08393,2601.08393,https://arxiv.org/abs/2601.08393,https://arxiv.org/pdf/2601.08393,https://github.com/Unakar/Spectral-Sphere-Optimizer,paper_pdf_artifact,none,reports/review_reading_briefs/66212-controlled-llm-training-on-spectral-sphere.md,data/manual/icml2026_review_sprint_01_paper_notes.csv,reports/review_reading_briefs/66212-controlled-llm-training-on-spectral-sphere.md ; reports/claim_validation_packets/c02-infrastructure-and-agentic-workloads.md; reports/claim_validation_packets/c08-validation-priority.md ; reports/claim_evidence_dossiers/c02-infrastructure-and-agentic-workloads.md; reports/claim_evidence_dossiers/c08-validation-priority.md ; reports/area_briefing_cards/systems-and-efficient-foundation-models.md,contribution_summary ; novelty_judgment ; method_summary ; evidence_strength ; baselines_checked ; limitations ; claim_implications ; taxonomy_correction ; final_report_use ; artifact_status_checked ; reproducibility_notes,claim contribution; novelty delta; method mechanism; baselines; datasets; metrics; ablations or negative cases; limitations; taxonomy fit; claim implication; artifact status,yes
64121,sprint_01,12,Reinforcement Learning via Self-Distillation,"LLM Reasoning, Post-Training, and RLVR","Reward modeling, preference feedback, and RL post-training",C01; C06; C08,boundary_check_llm_reasoning; trend_context_guardrail; workflow_validation,https://icml.cc/virtual/2026/poster/64121,https://openreview.net/forum?id=QkfkxyRizZ,https://www.alphaxiv.org/abs/2601.20802,2601.20802,https://arxiv.org/abs/2601.20802,https://arxiv.org/pdf/2601.20802,https://github.com/lasgroup/SDPO,paper_pdf_artifact,none,reports/review_reading_briefs/64121-reinforcement-learning-via-self-distillation.md,data/manual/icml2026_review_sprint_01_paper_notes.csv,reports/review_reading_briefs/64121-reinforcement-learning-via-self-distillation.md ; reports/claim_validation_packets/c01-llm-reasoning-center-of-gravity.md; reports/claim_validation_packets/c06-external-trend-context.md; reports/claim_validation_packets/c08-validation-priority.md ; reports/claim_evidence_dossiers/c01-llm-reasoning-center-of-gravity.md; reports/claim_evidence_dossiers/c06-external-trend-context.md; reports/claim_evidence_dossiers/c08-validation-priority.md ; reports/area_briefing_cards/llm-reasoning-post-training-and-rlvr.md,contribution_summary ; novelty_judgment ; method_summary ; evidence_strength ; baselines_checked ; limitations ; claim_implications ; taxonomy_correction ; final_report_use ; artifact_status_checked ; reproducibility_notes,claim contribution; novelty delta; method mechanism; baselines; datasets; metrics; ablations or negative cases; limitations; taxonomy fit; claim implication; artifact status,yes
65446,sprint_01,13,Activation Oracles: Training and Evaluating LLMs as General-Purpose Activation Explainers,"LLM Reasoning, Post-Training, and RLVR","General LLM training, evaluation, and alignment",C01,boundary_check_llm_reasoning,https://icml.cc/virtual/2026/poster/65446,https://openreview.net/forum?id=DbZjxkZrZm,https://www.alphaxiv.org/abs/2512.15674,2512.15674,https://arxiv.org/abs/2512.15674,https://arxiv.org/pdf/2512.15674,,paper_pdf,none,reports/review_reading_briefs/65446-activation-oracles-training-and-evaluating-llms-as-general-purpose-act.md,data/manual/icml2026_review_sprint_01_paper_notes.csv,reports/review_reading_briefs/65446-activation-oracles-training-and-evaluating-llms-as-general-purpose-act.md ; reports/claim_validation_packets/c01-llm-reasoning-center-of-gravity.md ; reports/claim_evidence_dossiers/c01-llm-reasoning-center-of-gravity.md ; reports/area_briefing_cards/llm-reasoning-post-training-and-rlvr.md,contribution_summary ; novelty_judgment ; method_summary ; evidence_strength ; baselines_checked ; limitations ; claim_implications ; taxonomy_correction ; final_report_use,claim contribution; novelty delta; method mechanism; baselines; datasets; metrics; ablations or negative cases; limitations; taxonomy fit; claim implication; artifact status,no
63333,sprint_01,14,GDPO: Group reward-Decoupled Normalization Policy Optimization for Multi-reward RL Optimization,"LLM Reasoning, Post-Training, and RLVR","Reward modeling, preference feedback, and RL post-training",C01; C06,boundary_check_llm_reasoning; trend_context_guardrail,https://icml.cc/virtual/2026/poster/63333,https://openreview.net/forum?id=Y1rHxA58If,https://www.alphaxiv.org/abs/2601.05242,2601.05242,https://arxiv.org/abs/2601.05242,https://arxiv.org/pdf/2601.05242,https://github.com/NVlabs/GDPO,paper_pdf_artifact,none,reports/review_reading_briefs/63333-gdpo-group-reward-decoupled-normalization-policy-optimization-for-mult.md,data/manual/icml2026_review_sprint_01_paper_notes.csv,reports/review_reading_briefs/63333-gdpo-group-reward-decoupled-normalization-policy-optimization-for-mult.md ; reports/claim_validation_packets/c01-llm-reasoning-center-of-gravity.md; reports/claim_validation_packets/c06-external-trend-context.md ; reports/claim_evidence_dossiers/c01-llm-reasoning-center-of-gravity.md; reports/claim_evidence_dossiers/c06-external-trend-context.md ; reports/area_briefing_cards/llm-reasoning-post-training-and-rlvr.md,contribution_summary ; novelty_judgment ; method_summary ; evidence_strength ; baselines_checked ; limitations ; claim_implications ; taxonomy_correction ; final_report_use ; artifact_status_checked ; reproducibility_notes,claim contribution; novelty delta; method mechanism; baselines; datasets; metrics; ablations or negative cases; limitations; taxonomy fit; claim implication; artifact status,yes
61870,sprint_01,15,mHC: Manifold-Constrained Hyper-Connections,Systems and Efficient Foundation Models,"Large-scale training, optimizers, and model architecture",C02; C06; C08,infrastructure_coherence; trend_context_guardrail; workflow_validation,https://icml.cc/virtual/2026/poster/61870,https://openreview.net/forum?id=mDhyxu8WRb,https://www.alphaxiv.org/abs/2512.24880,2512.24880,https://arxiv.org/abs/2512.24880,https://arxiv.org/pdf/2512.24880,https://github.com/tokenbender/mHC-manifold-constrained-hyper-connections,paper_pdf_artifact,none,reports/review_reading_briefs/61870-mhc-manifold-constrained-hyper-connections.md,data/manual/icml2026_review_sprint_01_paper_notes.csv,reports/review_reading_briefs/61870-mhc-manifold-constrained-hyper-connections.md ; reports/claim_validation_packets/c02-infrastructure-and-agentic-workloads.md; reports/claim_validation_packets/c06-external-trend-context.md; reports/claim_validation_packets/c08-validation-priority.md ; reports/claim_evidence_dossiers/c02-infrastructure-and-agentic-workloads.md; reports/claim_evidence_dossiers/c06-external-trend-context.md; reports/claim_evidence_dossiers/c08-validation-priority.md ; reports/area_briefing_cards/systems-and-efficient-foundation-models.md,contribution_summary ; novelty_judgment ; method_summary ; evidence_strength ; baselines_checked ; limitations ; claim_implications ; taxonomy_correction ; final_report_use ; artifact_status_checked ; reproducibility_notes,claim contribution; novelty delta; method mechanism; baselines; datasets; metrics; ablations or negative cases; limitations; taxonomy fit; claim implication; artifact status,yes
62943,sprint_01,16,Evolution Strategies at the Hyperscale,Systems and Efficient Foundation Models,"Large-scale training, optimizers, and model architecture",C02; C06,infrastructure_coherence; trend_context_guardrail,https://icml.cc/virtual/2026/poster/62943,https://openreview.net/forum?id=bfVJ4GsHrO,https://www.alphaxiv.org/abs/2511.16652,2511.16652,https://arxiv.org/abs/2511.16652,https://arxiv.org/pdf/2511.16652,https://github.com/ESHyperscale/HyperscaleES,paper_pdf_artifact,none,reports/review_reading_briefs/62943-evolution-strategies-at-the-hyperscale.md,data/manual/icml2026_review_sprint_01_paper_notes.csv,reports/review_reading_briefs/62943-evolution-strategies-at-the-hyperscale.md ; reports/claim_validation_packets/c02-infrastructure-and-agentic-workloads.md; reports/claim_validation_packets/c06-external-trend-context.md ; reports/claim_evidence_dossiers/c02-infrastructure-and-agentic-workloads.md; reports/claim_evidence_dossiers/c06-external-trend-context.md ; reports/area_briefing_cards/systems-and-efficient-foundation-models.md,contribution_summary ; novelty_judgment ; method_summary ; evidence_strength ; baselines_checked ; limitations ; claim_implications ; taxonomy_correction ; final_report_use ; artifact_status_checked ; reproducibility_notes,claim contribution; novelty delta; method mechanism; baselines; datasets; metrics; ablations or negative cases; limitations; taxonomy fit; claim implication; artifact status,yes
65888,sprint_01,17,Learning to Discover at Test Time,"Agents, Code, and Tool Use","Multi-agent search, planning, and coordination",C02; C08,infrastructure_coherence; workflow_validation,https://icml.cc/virtual/2026/poster/65888,https://openreview.net/forum?id=96zNuQrH9Y,https://www.alphaxiv.org/abs/2601.16175,2601.16175,https://arxiv.org/abs/2601.16175,https://arxiv.org/pdf/2601.16175,https://github.com/sayantann11/all-classification-templetes-for-ML,paper_pdf_artifact,none,reports/review_reading_briefs/65888-learning-to-discover-at-test-time.md,data/manual/icml2026_review_sprint_01_paper_notes.csv,reports/review_reading_briefs/65888-learning-to-discover-at-test-time.md ; reports/claim_validation_packets/c02-infrastructure-and-agentic-workloads.md; reports/claim_validation_packets/c08-validation-priority.md ; reports/claim_evidence_dossiers/c02-infrastructure-and-agentic-workloads.md; reports/claim_evidence_dossiers/c08-validation-priority.md ; reports/area_briefing_cards/agents-code-and-tool-use.md,contribution_summary ; novelty_judgment ; method_summary ; evidence_strength ; baselines_checked ; limitations ; claim_implications ; taxonomy_correction ; final_report_use ; artifact_status_checked ; reproducibility_notes,claim contribution; novelty delta; method mechanism; baselines; datasets; metrics; ablations or negative cases; limitations; taxonomy fit; claim implication; artifact status,yes
64488,sprint_01,18,Agent Learning via Early Experience,"LLM Reasoning, Post-Training, and RLVR","Reward modeling, preference feedback, and RL post-training",C01; C06,boundary_check_llm_reasoning; trend_context_guardrail,https://icml.cc/virtual/2026/poster/64488,https://openreview.net/forum?id=N3dXUHY5dD,https://www.alphaxiv.org/abs/2510.08558,2510.08558,https://arxiv.org/abs/2510.08558,https://arxiv.org/pdf/2510.08558,https://github.com/jettbrains/-L-,paper_pdf_artifact,none,reports/review_reading_briefs/64488-agent-learning-via-early-experience.md,data/manual/icml2026_review_sprint_01_paper_notes.csv,reports/review_reading_briefs/64488-agent-learning-via-early-experience.md ; reports/claim_validation_packets/c01-llm-reasoning-center-of-gravity.md; reports/claim_validation_packets/c06-external-trend-context.md ; reports/claim_evidence_dossiers/c01-llm-reasoning-center-of-gravity.md; reports/claim_evidence_dossiers/c06-external-trend-context.md ; reports/area_briefing_cards/llm-reasoning-post-training-and-rlvr.md,contribution_summary ; novelty_judgment ; method_summary ; evidence_strength ; baselines_checked ; limitations ; claim_implications ; taxonomy_correction ; final_report_use ; artifact_status_checked ; reproducibility_notes,claim contribution; novelty delta; method mechanism; baselines; datasets; metrics; ablations or negative cases; limitations; taxonomy fit; claim implication; artifact status,yes
64095,sprint_01,19,WeDLM: Reconciling Diffusion Language Models with Standard Causal Attention for Fast Inference,"LLM Reasoning, Post-Training, and RLVR",Diffusion language models and decoding,C01,boundary_check_llm_reasoning,https://icml.cc/virtual/2026/poster/64095,https://openreview.net/forum?id=QwtmbKAOZU,https://www.alphaxiv.org/abs/2512.22737,2512.22737,https://arxiv.org/abs/2512.22737,https://arxiv.org/pdf/2512.22737,https://github.com/Tencent/WeDLM,paper_pdf_artifact,none,reports/review_reading_briefs/64095-wedlm-reconciling-diffusion-language-models-with-standard-causal-atten.md,data/manual/icml2026_review_sprint_01_paper_notes.csv,reports/review_reading_briefs/64095-wedlm-reconciling-diffusion-language-models-with-standard-causal-atten.md ; reports/claim_validation_packets/c01-llm-reasoning-center-of-gravity.md ; reports/claim_evidence_dossiers/c01-llm-reasoning-center-of-gravity.md ; reports/area_briefing_cards/llm-reasoning-post-training-and-rlvr.md,contribution_summary ; novelty_judgment ; method_summary ; evidence_strength ; baselines_checked ; limitations ; claim_implications ; taxonomy_correction ; final_report_use ; artifact_status_checked ; reproducibility_notes,claim contribution; novelty delta; method mechanism; baselines; datasets; metrics; ablations or negative cases; limitations; taxonomy fit; claim implication; artifact status,yes
66596,sprint_01,20,From Abstraction to Instantiation: Learning Behavioral Representation for Vision-Language-Action Model,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,C07,artifact_reproducibility,https://icml.cc/virtual/2026/poster/66596,https://openreview.net/forum?id=2NRrsz4nUB,https://www.alphaxiv.org/abs/2605.22671,2605.22671,https://arxiv.org/abs/2605.22671,https://arxiv.org/pdf/2605.22671,https://github.com/eliahuhorwitz/Academic-project-page-template,paper_pdf_artifact,none,reports/review_reading_briefs/66596-from-abstraction-to-instantiation-learning-behavioral-representation-f.md,data/manual/icml2026_review_sprint_01_paper_notes.csv,reports/review_reading_briefs/66596-from-abstraction-to-instantiation-learning-behavioral-representation-f.md ; reports/claim_validation_packets/c07-artifact-visibility.md ; reports/claim_evidence_dossiers/c07-artifact-visibility.md ; reports/area_briefing_cards/robotics-embodiment-and-world-models.md,contribution_summary ; novelty_judgment ; method_summary ; evidence_strength ; baselines_checked ; limitations ; claim_implications ; taxonomy_correction ; final_report_use ; artifact_status_checked ; reproducibility_notes,claim contribution; novelty delta; method mechanism; baselines; datasets; metrics; ablations or negative cases; limitations; taxonomy fit; claim implication; artifact status,yes
61180,sprint_01,21,Latent Collaboration in Multi-Agent Systems,"LLM Reasoning, Post-Training, and RLVR",Reasoning models and chain-of-thought behavior,C01; C08,boundary_check_llm_reasoning; workflow_validation,https://icml.cc/virtual/2026/poster/61180,https://openreview.net/forum?id=syG9I9ofd8,https://www.alphaxiv.org/abs/2511.20639,2511.20639,https://arxiv.org/abs/2511.20639,https://arxiv.org/pdf/2511.20639,https://github.com/Gen-Verse/LatentMAS,paper_pdf_artifact,none,reports/review_reading_briefs/61180-latent-collaboration-in-multi-agent-systems.md,data/manual/icml2026_review_sprint_01_paper_notes.csv,reports/review_reading_briefs/61180-latent-collaboration-in-multi-agent-systems.md ; reports/claim_validation_packets/c01-llm-reasoning-center-of-gravity.md; reports/claim_validation_packets/c08-validation-priority.md ; reports/claim_evidence_dossiers/c01-llm-reasoning-center-of-gravity.md; reports/claim_evidence_dossiers/c08-validation-priority.md ; reports/area_briefing_cards/llm-reasoning-post-training-and-rlvr.md,contribution_summary ; novelty_judgment ; method_summary ; evidence_strength ; baselines_checked ; limitations ; claim_implications ; taxonomy_correction ; final_report_use ; artifact_status_checked ; reproducibility_notes,claim contribution; novelty delta; method mechanism; baselines; datasets; metrics; ablations or negative cases; limitations; taxonomy fit; claim implication; artifact status,yes
