sprint,sprint_rank,global_review_rank,event_id,title,area,subarea,target_claims,review_phase,note_status,claim_overlay_keys,area_overlay_keys,contribution_prompt,method_prompt,evidence_prompt,taxonomy_prompt,claim_prompt,artifact_prompt,reviewer_warning,suggested_note_seed,signals,method_families,evaluation_settings,abstract_excerpt,claim_packet_links,claim_dossier_links,area_packet_link,area_briefing_link,icml_url,alphaxiv_url,github_url,brief_path
sprint_01,11,11,66212,Controlled LLM Training on Spectral Sphere,Systems and Efficient Foundation Models,"Large-scale training, optimizers, and model architecture",C02; C08,main_thesis_claims,not_started,C02::66212 | C08::66212,Systems and Efficient Foundation Models::66212,"Theory / proof: To address this limitation, we introduce the **Spectral Sphere Optimizer (SSO)**, which enforces strict module-wise spectral constraints on both weights and their updates.",Tags: Compression / efficiency; setting: robotics/embodied; language/llm; theory/synthetic; abstract cues: no obvious abstract keyword cue.,check theorem assumptions and empirical/theory split,Resolve whether the assigned area/subarea is truly the main contribution. Check whether program-selected papers substantiate systems/agents emphasis. | Use high-signal papers to stress-test taxonomy boundaries.,C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable. C08 (Validation priority): decide supports / weakens / complicates / not_applicable.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",Do not treat AlphaXiv attention as quality. Program signal is not the same as paper-level correctness. Taxonomy assignment may be unstable.,"Contribution: Theory / proof: To address this limitation, we introduce the **Spectral Sphere Optimizer (SSO)**, which enforces strict module-wise spectral constraints on both weights and their updates. Evidence to verify: check theorem assumptions and empirical/theory split Claim implication: C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable. C08 (Validation priority): decide supports / weakens / complicates / not_applicable.",oral; votes=115; github_stars=130; taxonomy_review; evidence=medium,Compression / efficiency,robotics/embodied; language/llm; theory/synthetic,"Scaling large models requires optimization strategies that ensure rapid convergence grounded in stability. Maximal Update Parametrization ($\boldsymbol{\mu}$P) provides a theoretical safeguard for width-invariant $\Theta(1)$ activation control, whereas emerging optimizers like Muon are only ""half-aligned"" with these constraints: they control updates but allow weights to drift. To address this limitation, we introduce the **Spectral Sphere Optimizer (SSO)**, which enforces strict module-wise spectral constraints on both weights and their updates. By deriving the steepest descent direction on the spectral sphere, SSO realizes a fully $\boldsymbol{\mu}$P-aligned optimization process. To...",reports/claim_validation_packets/c02-infrastructure-and-agentic-workloads.md; reports/claim_validation_packets/c08-validation-priority.md,reports/claim_evidence_dossiers/c02-infrastructure-and-agentic-workloads.md; reports/claim_evidence_dossiers/c08-validation-priority.md,reports/validation_packets/systems-and-efficient-foundation-models.md,reports/area_briefing_cards/systems-and-efficient-foundation-models.md,https://icml.cc/virtual/2026/poster/66212,https://www.alphaxiv.org/abs/2601.08393,https://github.com/Unakar/Spectral-Sphere-Optimizer,reports/review_reading_briefs/66212-controlled-llm-training-on-spectral-sphere.md
sprint_01,12,12,64121,Reinforcement Learning via Self-Distillation,"LLM Reasoning, Post-Training, and RLVR","Reward modeling, preference feedback, and RL post-training",C01; C06; C08,main_thesis_claims,not_started,C01::64121 | C06::64121 | C08::64121,"LLM Reasoning, Post-Training, and RLVR::64121",Benchmark / evaluation: Large language models are increasingly post-trained with reinforcement learning in verifiable domains such as code and math.,Tags: RL / policy optimization; LLM post-training; Reasoning / test-time compute; Agents / tool use; Diffusion / flow; setting: math/code/verifiable; language/llm; abstract cues: reinforcement learning; tool.,benchmarks: LiveCodeBench; metrics: accuracy; reward; check theorem assumptions and empirical/theory split,Resolve whether the assigned area/subarea is truly the main contribution. Check whether high attention supports the center-of-gravity claim. | Check whether broad arXiv-growth terms correspond to the paper's actual contribution. | Decide whether this cluster should remain in the assigned area/subarea or be relabeled.,C01 (LLM reasoning center of gravity): decide supports / weakens / complicates / not_applicable. C06 (External trend context): decide supports / weakens / complicates / not_applicable. C08 (Validation priority): decide supports / weakens / complicates / not_applicable.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",Do not treat AlphaXiv attention as quality. Taxonomy assignment may be unstable.,Contribution: Benchmark / evaluation: Large language models are increasingly post-trained with reinforcement learning in verifiable domains such as code and math. Evidence to verify: benchmarks: LiveCodeBench; metrics: accuracy; reward; check theorem assumptions and empirical/theory split Claim implication: C01 (LLM reasoning center of gravity): decide supports / weakens / complicates / not_applicable. C06 (External trend context): decide supports / weakens / complicates / not_applicable. C08 (Validation priority): decide supports / weakens / complicates / not_applicable.,votes=718; github_stars=1008; taxonomy_review; evidence=medium,RL / policy optimization; LLM post-training; Reasoning / test-time compute; Agents / tool use; Diffusion / flow,math/code/verifiable; language/llm,"Large language models are increasingly post-trained with reinforcement learning in verifiable domains such as code and math. Yet, current methods for reinforcement learning with verifiable rewards (RLVR) learn only from a scalar outcome reward per attempt, creating a severe credit-assignment bottleneck. Many verifiable environments actually provide rich textual feedback, such as runtime errors or judge evaluations, that explain *why* an attempt failed. We formalize this setting as reinforcement learning with rich feedback and introduce **Self-Distillation Policy Optimization** (**SDPO**), which converts tokenized feedback into a dense learning signal without any external teacher or...",reports/claim_validation_packets/c01-llm-reasoning-center-of-gravity.md; reports/claim_validation_packets/c06-external-trend-context.md; reports/claim_validation_packets/c08-validation-priority.md,reports/claim_evidence_dossiers/c01-llm-reasoning-center-of-gravity.md; reports/claim_evidence_dossiers/c06-external-trend-context.md; reports/claim_evidence_dossiers/c08-validation-priority.md,reports/validation_packets/llm-reasoning-post-training-and-rlvr.md,reports/area_briefing_cards/llm-reasoning-post-training-and-rlvr.md,https://icml.cc/virtual/2026/poster/64121,https://www.alphaxiv.org/abs/2601.20802,https://github.com/lasgroup/SDPO,reports/review_reading_briefs/64121-reinforcement-learning-via-self-distillation.md
sprint_01,13,13,65446,Activation Oracles: Training and Evaluating LLMs as General-Purpose Activation Explainers,"LLM Reasoning, Post-Training, and RLVR","General LLM training, evaluation, and alignment",C01,main_thesis_claims,not_started,C01::65446,"LLM Reasoning, Post-Training, and RLVR::65446","Position / conceptual: We find that AOs can recover information fine-tuned into a model (e.g., biographical knowledge or malign propensities) that does not appear in the input text, despite never being trained with activations from a fine-tuned model.",Tags: LLM post-training; setting: language/llm; abstract cues: dataset.,benchmarks: LatentQA; LatentQA-trained; check theorem assumptions and empirical/theory split,Resolve whether the assigned area/subarea is truly the main contribution. Check whether this is genuinely LLM reasoning/post-training or a broader LLM/system/safety paper.,C01 (LLM reasoning center of gravity): decide supports / weakens / complicates / not_applicable.,No obvious artifact link; record none/not_applicable unless PDF shows a release.,Do not treat AlphaXiv attention as quality. Program signal is not the same as paper-level correctness. Taxonomy assignment may be unstable.,"Contribution: Position / conceptual: We find that AOs can recover information fine-tuned into a model (e.g., biographical knowledge or malign propensities) that does not appear in the input text, despite never being trained with activations from a fine-tuned model. Evidence to verify: benchmarks: LatentQA; LatentQA-trained; check theorem assumptions and empirical/theory split Claim implication: C01 (LLM reasoning center of gravity): decide supports / weakens / complicates / not_applicable.",oral; votes=75; taxonomy_review; evidence=medium,LLM post-training,language/llm,"Large language model (LLM) activations are notoriously difficult to understand, with most existing techniques using complex, specialized methods for interpreting them. Recent work has proposed a simpler approach known as LatentQA: training LLMs to directly accept LLM activations as inputs and answer arbitrary questions about them in natural language. However, prior work has focused on narrow task settings for both training and evaluation. In this paper, we instead take a generalist perspective. We evaluate LatentQA-trained models, which we call Activation Oracles (AOs), in far out-of-distribution settings and examine how performance scales with training data diversity. We find that AOs...",reports/claim_validation_packets/c01-llm-reasoning-center-of-gravity.md,reports/claim_evidence_dossiers/c01-llm-reasoning-center-of-gravity.md,reports/validation_packets/llm-reasoning-post-training-and-rlvr.md,reports/area_briefing_cards/llm-reasoning-post-training-and-rlvr.md,https://icml.cc/virtual/2026/poster/65446,https://www.alphaxiv.org/abs/2512.15674,,reports/review_reading_briefs/65446-activation-oracles-training-and-evaluating-llms-as-general-purpose-act.md
sprint_01,14,14,63333,GDPO: Group reward-Decoupled Normalization Policy Optimization for Multi-reward RL Optimization,"LLM Reasoning, Post-Training, and RLVR","Reward modeling, preference feedback, and RL post-training",C01; C06,main_thesis_claims,not_started,C01::63333 | C06::63333,"LLM Reasoning, Post-Training, and RLVR::63333","Theory / proof: In this paper, we demonstrate that directly applying GRPO to normalize distinct rollout reward combinations causes them to collapse into identical advantage values, reducing the resolution of the training signal and resulting in suboptimal convergence and, in some cases, early training failure.",Tags: RL / policy optimization; LLM post-training; Reasoning / test-time compute; Agents / tool use; setting: math/code/verifiable; language/llm; abstract cues: reinforcement learning; tool.,metrics: accuracy; reward; check theorem assumptions and empirical/theory split; check human-study or user-evaluation setup,Resolve whether the assigned area/subarea is truly the main contribution. Check whether high attention supports the center-of-gravity claim. | Check whether broad arXiv-growth terms correspond to the paper's actual contribution.,C01 (LLM reasoning center of gravity): decide supports / weakens / complicates / not_applicable. C06 (External trend context): decide supports / weakens / complicates / not_applicable.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",Do not treat AlphaXiv attention as quality. Taxonomy assignment may be unstable.,"Contribution: Theory / proof: In this paper, we demonstrate that directly applying GRPO to normalize distinct rollout reward combinations causes them to collapse into identical advantage values, reducing the resolution of the training signal and resulting in suboptimal convergence and, in some cases, early training failure. Evidence to verify: metrics: accuracy; reward; check theorem assumptions and empirical/theory split; check human-study or user-evaluation setup Claim implication: C01 (LLM reasoning center of gravity): decide supports / weakens / complicates / not_applicable. C06 (External trend context): decide supports / weakens / complicates / not_applicable.",votes=507; github_stars=489; taxonomy_review; evidence=medium,RL / policy optimization; LLM post-training; Reasoning / test-time compute; Agents / tool use,math/code/verifiable; language/llm,"As language models become increasingly capable, users expect them to provide not only accurate responses but also behaviors aligned with diverse human preferences across a variety of scenarios. To achieve this, Reinforcement learning (RL) pipelines have begun incorporating multiple rewards, each capturing a distinct preference, to guide models toward these desired behaviors. However, recent work has defaulted to apply Group Relative Policy Optimization (GRPO) under multi-reward setting without examining its suitability. In this paper, we demonstrate that directly applying GRPO to normalize distinct rollout reward combinations causes them to collapse into identical advantage values,...",reports/claim_validation_packets/c01-llm-reasoning-center-of-gravity.md; reports/claim_validation_packets/c06-external-trend-context.md,reports/claim_evidence_dossiers/c01-llm-reasoning-center-of-gravity.md; reports/claim_evidence_dossiers/c06-external-trend-context.md,reports/validation_packets/llm-reasoning-post-training-and-rlvr.md,reports/area_briefing_cards/llm-reasoning-post-training-and-rlvr.md,https://icml.cc/virtual/2026/poster/63333,https://www.alphaxiv.org/abs/2601.05242,https://github.com/NVlabs/GDPO,reports/review_reading_briefs/63333-gdpo-group-reward-decoupled-normalization-policy-optimization-for-mult.md
sprint_01,15,15,61870,mHC: Manifold-Constrained Hyper-Connections,Systems and Efficient Foundation Models,"Large-scale training, optimizers, and model architecture",C02; C06; C08,main_thesis_claims,not_started,C02::61870 | C06::61870 | C08::61870,Systems and Efficient Foundation Models::61870,"System / infrastructure: To address these challenges, we propose Manifold-Constrained Hyper-Connections (mHC), a general framework that projects the residual connection space of HC onto a specific manifold to restore the identity mapping property, while incorporating rigorous infrastructure optimization to ensure efficiency.",Tags: Graphs / geometry; setting: language/llm; abstract cues: no obvious abstract keyword cue.,metrics: memory; check theorem assumptions and empirical/theory split,Resolve whether the assigned area/subarea is truly the main contribution. Check whether public signal reflects core infrastructure/agent workloads or broad LLM spillover. | Check whether broad arXiv-growth terms correspond to the paper's actual contribution. | Decide whether this cluster should remain in the assigned area/subarea or be relabeled.,C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable. C06 (External trend context): decide supports / weakens / complicates / not_applicable. C08 (Validation priority): decide supports / weakens / complicates / not_applicable.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",Do not treat AlphaXiv attention as quality. Taxonomy assignment may be unstable.,"Contribution: System / infrastructure: To address these challenges, we propose Manifold-Constrained Hyper-Connections (mHC), a general framework that projects the residual connection space of HC onto a specific manifold to restore the identity mapping property, while incorporating rigorous infrastructure optimization to ensure efficiency. Evidence to verify: metrics: memory; check theorem assumptions and empirical/theory split Claim implication: C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable. C06 (External trend context): decide supports / weakens / complicates / not_applicable. C08 (Validation priority): decide supports / weakens /...",votes=696; github_stars=367; taxonomy_review; evidence=medium,Graphs / geometry,language/llm,"Recently, studies exemplified by Hyper-Connections (HC) have extended the ubiquitous residual connection paradigm established over the past decade by expanding the residual stream width and diversifying connectivity patterns. While yielding substantial performance gains, this diversification fundamentally compromises the identity mapping property intrinsic to the residual connection, which causes severe training instability and restricted scalability, and additionally incurs notable memory access overhead. To address these challenges, we propose Manifold-Constrained Hyper-Connections (mHC), a general framework that projects the residual connection space of HC onto a specific manifold to...",reports/claim_validation_packets/c02-infrastructure-and-agentic-workloads.md; reports/claim_validation_packets/c06-external-trend-context.md; reports/claim_validation_packets/c08-validation-priority.md,reports/claim_evidence_dossiers/c02-infrastructure-and-agentic-workloads.md; reports/claim_evidence_dossiers/c06-external-trend-context.md; reports/claim_evidence_dossiers/c08-validation-priority.md,reports/validation_packets/systems-and-efficient-foundation-models.md,reports/area_briefing_cards/systems-and-efficient-foundation-models.md,https://icml.cc/virtual/2026/poster/61870,https://www.alphaxiv.org/abs/2512.24880,https://github.com/tokenbender/mHC-manifold-constrained-hyper-connections,reports/review_reading_briefs/61870-mhc-manifold-constrained-hyper-connections.md
sprint_01,16,16,62943,Evolution Strategies at the Hyperscale,Systems and Efficient Foundation Models,"Large-scale training, optimizers, and model architecture",C02; C06,main_thesis_claims,not_started,C02::62943 | C06::62943,Systems and Efficient Foundation Models::62943,"System / infrastructure: We introduce Evolution Guided GeneRal Optimisation via Low-rank Learning (EGGROLL), which improves arithmetic intensity by structuring individual perturbations as rank-$r$ matrices, resulting in a hundredfold increase in training speed for billion-parameter models at large population sizes, achieving up to 91\% of...",Tags: RL / policy optimization; LLM post-training; Reasoning / test-time compute; setting: language/llm; theory/synthetic; abstract cues: no obvious abstract keyword cue.,metrics: throughput; check theorem assumptions and empirical/theory split,Resolve whether the assigned area/subarea is truly the main contribution. Check whether public signal reflects core infrastructure/agent workloads or broad LLM spillover. | Check whether broad arXiv-growth terms correspond to the paper's actual contribution.,C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable. C06 (External trend context): decide supports / weakens / complicates / not_applicable.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",Do not treat AlphaXiv attention as quality. Taxonomy assignment may be unstable.,"Contribution: System / infrastructure: We introduce Evolution Guided GeneRal Optimisation via Low-rank Learning (EGGROLL), which improves arithmetic intensity by structuring individual perturbations as rank-$r$ matrices, resulting in a hundredfold increase in training speed for billion-parameter models at large population sizes, achieving up to 91\% of... Evidence to verify: metrics: throughput; check theorem assumptions and empirical/theory split Claim implication: C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable. C06 (External trend context): decide supports / weakens / complicates / not_applicable.",votes=405; github_stars=346; taxonomy_review; evidence=medium,RL / policy optimization; LLM post-training; Reasoning / test-time compute,language/llm; theory/synthetic,"Evolution Strategies (ES) is a class of powerful black-box optimisation methods that are highly parallelisable and can handle non-differentiable and noisy objectives. However, naïve ES becomes prohibitively expensive at scale on GPUs due to the low arithmetic intensity of batched matrix multiplications with unstructured random perturbations. We introduce Evolution Guided GeneRal Optimisation via Low-rank Learning (EGGROLL), which improves arithmetic intensity by structuring individual perturbations as rank-$r$ matrices, resulting in a hundredfold increase in training speed for billion-parameter models at large population sizes, achieving up to 91\% of the throughput of pure batch...",reports/claim_validation_packets/c02-infrastructure-and-agentic-workloads.md; reports/claim_validation_packets/c06-external-trend-context.md,reports/claim_evidence_dossiers/c02-infrastructure-and-agentic-workloads.md; reports/claim_evidence_dossiers/c06-external-trend-context.md,reports/validation_packets/systems-and-efficient-foundation-models.md,reports/area_briefing_cards/systems-and-efficient-foundation-models.md,https://icml.cc/virtual/2026/poster/62943,https://www.alphaxiv.org/abs/2511.16652,https://github.com/ESHyperscale/HyperscaleES,reports/review_reading_briefs/62943-evolution-strategies-at-the-hyperscale.md
sprint_01,17,17,65888,Learning to Discover at Test Time,"Agents, Code, and Tool Use","Multi-agent search, planning, and coordination",C02; C08,main_thesis_claims,not_started,C02::65888 | C08::65888,"Agents, Code, and Tool Use::65888","System / infrastructure: All our results are achieved with an open model, OpenAI gpt-oss-120b, and can be reproduced with our publicly available code, in contrast to previous best results that required closed frontier models.",Tags: RL / policy optimization; Reasoning / test-time compute; Agents / tool use; Diffusion / flow; setting: math/code/verifiable; language/llm; abstract cues: reinforcement learning.,"identify baselines, datasets, metrics, ablations, and negative cases from the PDF",Resolve whether the assigned area/subarea is truly the main contribution. Check whether public signal reflects core infrastructure/agent workloads or broad LLM spillover. | Decide whether this cluster should remain in the assigned area/subarea or be relabeled.,C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable. C08 (Validation priority): decide supports / weakens / complicates / not_applicable.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",Do not treat AlphaXiv attention as quality. Taxonomy assignment may be unstable.,"Contribution: System / infrastructure: All our results are achieved with an open model, OpenAI gpt-oss-120b, and can be reproduced with our publicly available code, in contrast to previous best results that required closed frontier models. Evidence to verify: identify baselines, datasets, metrics, ablations, and negative cases from the PDF Claim implication: C02 (Infrastructure and agentic workloads): decide supports / weakens / complicates / not_applicable. C08 (Validation priority): decide supports / weakens / complicates / not_applicable.",votes=529; github_stars=297; taxonomy_review; evidence=medium,RL / policy optimization; Reasoning / test-time compute; Agents / tool use; Diffusion / flow,math/code/verifiable; language/llm,"How can we use AI to discover a new state of the art for a scientific problem? Prior work in test-time scaling, such as AlphaEvolve, performs search by prompting a frozen LLM. We perform reinforcement learning at test time, so the LLM can continue to train, but now with experience specific to the test problem. This form of continual learning is quite special, because its goal is to produce one great solution rather than many good ones on average, and to solve this very problem rather than generalize to other problems. Therefore, our learning objective and search subroutine are designed to prioritize the most promising solutions. We call this method Test-Time Training to Discover...",reports/claim_validation_packets/c02-infrastructure-and-agentic-workloads.md; reports/claim_validation_packets/c08-validation-priority.md,reports/claim_evidence_dossiers/c02-infrastructure-and-agentic-workloads.md; reports/claim_evidence_dossiers/c08-validation-priority.md,reports/validation_packets/agents-code-and-tool-use.md,reports/area_briefing_cards/agents-code-and-tool-use.md,https://icml.cc/virtual/2026/poster/65888,https://www.alphaxiv.org/abs/2601.16175,https://github.com/sayantann11/all-classification-templetes-for-ML,reports/review_reading_briefs/65888-learning-to-discover-at-test-time.md
sprint_01,18,18,64488,Agent Learning via Early Experience,"LLM Reasoning, Post-Training, and RLVR","Reward modeling, preference feedback, and RL post-training",C01; C06,main_thesis_claims,not_started,C01::64488 | C06::64488,"LLM Reasoning, Post-Training, and RLVR::64488","Method / algorithm: Within this paradigm, we study two strategies of using such data: (1) implicit world modeling, which uses collected states to ground the policy in environment dynamics; and (2) self-reflection, where the agent learns from its suboptimal actions to improve reasoning and decision-making.",Tags: RL / policy optimization; LLM post-training; Reasoning / test-time compute; Agents / tool use; setting: math/code/verifiable; language/llm; abstract cues: reinforcement learning; agent; tool.,metrics: reward; check theorem assumptions and empirical/theory split; check human-study or user-evaluation setup; check sim-to-real or deployment evidence,Resolve whether the assigned area/subarea is truly the main contribution. Check whether high attention supports the center-of-gravity claim. | Check whether broad arXiv-growth terms correspond to the paper's actual contribution.,C01 (LLM reasoning center of gravity): decide supports / weakens / complicates / not_applicable. C06 (External trend context): decide supports / weakens / complicates / not_applicable.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",Do not treat AlphaXiv attention as quality. Taxonomy assignment may be unstable.,"Contribution: Method / algorithm: Within this paradigm, we study two strategies of using such data: (1) implicit world modeling, which uses collected states to ground the policy in environment dynamics; and (2) self-reflection, where the agent learns from its suboptimal actions to improve reasoning and decision-making. Evidence to verify: metrics: reward; check theorem assumptions and empirical/theory split; check human-study or user-evaluation setup; check sim-to-real or deployment evidence Claim implication: C01 (LLM reasoning center of gravity): decide supports / weakens / complicates / not_applicable. C06 (External trend context): decide supports / weakens / complicates / not_applicable.",votes=532; github_stars=148; taxonomy_review; evidence=medium,RL / policy optimization; LLM post-training; Reasoning / test-time compute; Agents / tool use,math/code/verifiable; language/llm,"A long-term goal of language agents is to learn and improve through their own experience, ultimately outperforming humans in complex, real-world tasks. However, training agents from experience data with reinforcement learning remains difficult in many environments, which either lack verifiable rewards (e.g., websites) or require inefficient long-horizon rollouts (e.g., multi-turn tool use). As a result, most current agents rely on supervised fine-tuning on expert data, which is challenging to scale and generalizes poorly. This limitation stems from the nature of expert demonstrations: they capture only a narrow range of scenarios, and expose the agent to limited environment diversity. We...",reports/claim_validation_packets/c01-llm-reasoning-center-of-gravity.md; reports/claim_validation_packets/c06-external-trend-context.md,reports/claim_evidence_dossiers/c01-llm-reasoning-center-of-gravity.md; reports/claim_evidence_dossiers/c06-external-trend-context.md,reports/validation_packets/llm-reasoning-post-training-and-rlvr.md,reports/area_briefing_cards/llm-reasoning-post-training-and-rlvr.md,https://icml.cc/virtual/2026/poster/64488,https://www.alphaxiv.org/abs/2510.08558,https://github.com/jettbrains/-L-,reports/review_reading_briefs/64488-agent-learning-via-early-experience.md
sprint_01,19,19,64095,WeDLM: Reconciling Diffusion Language Models with Standard Causal Attention for Fast Inference,"LLM Reasoning, Post-Training, and RLVR",Diffusion language models and decoding,C01,main_thesis_claims,not_started,C01::64095,"LLM Reasoning, Post-Training, and RLVR::64095","Benchmark / evaluation: We propose WeDLM, a diffusion decoding framework built entirely on standard causal attention to make parallel generation prefix-cache friendly.",Tags: Reasoning / test-time compute; Diffusion / flow; Transformer / attention; Causal / data-centric; setting: language/llm; abstract cues: diffusion; benchmark.,"identify baselines, datasets, metrics, ablations, and negative cases from the PDF",Resolve whether the assigned area/subarea is truly the main contribution. Check whether this is genuinely LLM reasoning/post-training or a broader LLM/system/safety paper.,C01 (LLM reasoning center of gravity): decide supports / weakens / complicates / not_applicable.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",Do not treat AlphaXiv attention as quality. Program signal is not the same as paper-level correctness. Taxonomy assignment may be unstable.,"Contribution: Benchmark / evaluation: We propose WeDLM, a diffusion decoding framework built entirely on standard causal attention to make parallel generation prefix-cache friendly. Evidence to verify: identify baselines, datasets, metrics, ablations, and negative cases from the PDF Claim implication: C01 (LLM reasoning center of gravity): decide supports / weakens / complicates / not_applicable.",oral; votes=60; github_stars=644; taxonomy_review; evidence=medium,Reasoning / test-time compute; Diffusion / flow; Transformer / attention; Causal / data-centric,language/llm,"Autoregressive (AR) generation is the standard decoding paradigm for Large Language Models (LLMs), but its token-by-token nature limits parallelism at inference time. Diffusion Language Models (DLLMs) offer parallel decoding by recovering multiple masked tokens per step; however, in practice they often fail to translate this parallelism into speed gains over optimized AR engines (e.g., vLLM). A key reason is that many DLLMs rely on bidirectional attention, which breaks standard prefix KV caching. We propose WeDLM, a diffusion decoding framework built entirely on standard causal attention to make parallel generation prefix-cache friendly. The core idea is to let each masked position...",reports/claim_validation_packets/c01-llm-reasoning-center-of-gravity.md,reports/claim_evidence_dossiers/c01-llm-reasoning-center-of-gravity.md,reports/validation_packets/llm-reasoning-post-training-and-rlvr.md,reports/area_briefing_cards/llm-reasoning-post-training-and-rlvr.md,https://icml.cc/virtual/2026/poster/64095,https://www.alphaxiv.org/abs/2512.22737,https://github.com/Tencent/WeDLM,reports/review_reading_briefs/64095-wedlm-reconciling-diffusion-language-models-with-standard-causal-atten.md
sprint_01,20,20,66596,From Abstraction to Instantiation: Learning Behavioral Representation for Vision-Language-Action Model,"Robotics, Embodiment, and World Models",Vision-language-action models and robotic manipulation,C07,artifact_and_reproducibility,not_started,C07::66596,"Robotics, Embodiment, and World Models::66596","Application / domain study: To address these limitations, we propose \textbf{BehaviorVLA}, a framework that facilitates robust manipulation through the learning of a temporally coherent behavioral representations.",Tags: LLM post-training; Causal / data-centric; setting: vision/video; robotics/embodied; language/llm; abstract cues: no obvious abstract keyword cue.,check sim-to-real or deployment evidence,Determine whether the GitHub link is a real paper artifact or a template/index/project page.,C07 (Artifact visibility): decide supports / weakens / complicates / not_applicable.,"Open GitHub link; record whether it is code, dataset, checkpoint, benchmark, project page, broken, or non-reproducible.",Do not treat AlphaXiv attention as quality. Program signal is not the same as paper-level correctness.,"Contribution: Application / domain study: To address these limitations, we propose \textbf{BehaviorVLA}, a framework that facilitates robust manipulation through the learning of a temporally coherent behavioral representations. Evidence to verify: check sim-to-real or deployment evidence Claim implication: C07 (Artifact visibility): decide supports / weakens / complicates / not_applicable.",oral; votes=14; github_stars=5069; artifact_manual_check; evidence=medium,LLM post-training; Causal / data-centric,vision/video; robotics/embodied; language/llm,"Vision-Language-Action (VLA) models often suffer from performance degradation under distribution shifts, as they struggle to learn generalized behavior representations across varying environments. While existing approaches attempt to construct behavior representations through action-centric latent variables, they are often limited by short-horizon temporal fragmentation and static execution-alignment, leading to inconsistent behaviors in complex scenarios. To address these limitations, we propose \textbf{BehaviorVLA}, a framework that facilitates robust manipulation through the learning of a temporally coherent behavioral representations. Our approach features two symmetric components:...",reports/claim_validation_packets/c07-artifact-visibility.md,reports/claim_evidence_dossiers/c07-artifact-visibility.md,reports/validation_packets/robotics-embodiment-and-world-models.md,reports/area_briefing_cards/robotics-embodiment-and-world-models.md,https://icml.cc/virtual/2026/poster/66596,https://www.alphaxiv.org/abs/2605.22671,https://github.com/eliahuhorwitz/Academic-project-page-template,reports/review_reading_briefs/66596-from-abstraction-to-instantiation-learning-behavioral-representation-f.md
