event_id,title,area,subarea,semantic_cluster_id,semantic_cluster_label,taxonomy_confidence,review_status,topic_group,topic,themes,is_oral,award,public_total_votes,visits_last_7_days,github_url,artifact_confidence,url,alphaxiv_url
64308,How high is ‘high’? Rethinking the roles of dimensionality in topological data analysis and manifold learning,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Probabilistic Methods,Probabilistic Methods->Structure Learning,"AI for science, health, and biology; LLM reasoning and test-time compute; Theory, optimization, and sampling",false,,3,0,,no_github_url,https://icml.cc/virtual/2026/poster/64308,https://www.alphaxiv.org/abs/2505.16879
63510,Hyperbolic neural population geometry benefits computation,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Applications,"Applications->Neuroscience, Cognitive Science","AI for science, health, and biology; RL for LLMs and verifiable rewards",false,,3,1,https://github.com/Fitzgerald-Lab-NU/hyperbolic-tuning-curve,github_url_no_stars,https://icml.cc/virtual/2026/poster/63510,https://www.alphaxiv.org/abs/2606.10238
65713,Identifying Connectivity Distributions from Neural Dynamics Using Flows,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Applications,"Applications->Neuroscience, Cognitive Science","AI for science, health, and biology; Diffusion, flow, and generative modeling; Interpretability and mechanistic analysis; Safety, alignment, governance, and risk",false,,3,0,,no_github_url,https://icml.cc/virtual/2026/poster/65713,https://www.alphaxiv.org/abs/2603.26506
60531,Learning to Emulate Chaos: Adversarial Optimal Transport Regularization,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Applications,"Applications->Chemistry, Physics, and Earth Sciences","AI for science, health, and biology",false,,3,1,,no_github_url,https://icml.cc/virtual/2026/poster/60531,https://www.alphaxiv.org/abs/2604.21097
63727,Revisiting Neural Processes via Fourier Transform and Volterra Series,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Probabilistic Methods,Probabilistic Methods->Everything Else,"Interpretability and mechanistic analysis; Memorization, evaluation, and generalization; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,3,0,https://github.com/peiman-m/fourier-volterra-nps,github_url_no_stars,https://icml.cc/virtual/2026/poster/63727,https://www.alphaxiv.org/abs/2606.01172
62835,Uncovering Latent Communication Patterns in Brain Networks via Adaptive Flow Routing,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Unknown,,"AI for science, health, and biology; Interpretability and mechanistic analysis; Multimodal, vision-language, and video",false,,3,2,,no_github_url,https://icml.cc/virtual/2026/poster/62835,https://www.alphaxiv.org/abs/2602.00561
65205,Dropout Universality: Scaling Laws and Optimal Scheduling at the Edge-of-Chaos,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Deep Learning,Deep Learning->Theory,"Interpretability and mechanistic analysis; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,2,2,,no_github_url,https://icml.cc/virtual/2026/poster/65205,https://www.alphaxiv.org/abs/2605.21648
61836,Metric–-Phase Fields: Decoupling Distance and Sign for Thin-Structure Reconstruction from Unoriented Point Clouds,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Applications,Applications->Computer Vision,"Multimodal, vision-language, and video; Theory, optimization, and sampling",false,,2,0,https://github.com/JIAYI-Scarlett/ICML2026-MPF,github_url_no_stars,https://icml.cc/virtual/2026/poster/61836,https://www.alphaxiv.org/abs/2605.25503
62131,Singularity-aware Optimization via Randomized Geometric Probing: Towards Stable Non-smooth Optimization,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Deep Learning,Deep Learning->Algorithms,"Interpretability and mechanistic analysis; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,2,0,https://github.com/RuoranXu/S-Adam,github_url_no_stars,https://icml.cc/virtual/2026/poster/62131,https://www.alphaxiv.org/abs/2605.29547
66723,The Shape of Addition: Geometric Structures of Arithmetic in Large Language Models,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Social Aspects,"Social Aspects->Accountability, Transparency, and Interpretability","Interpretability and mechanistic analysis; Safety, alignment, governance, and risk; Systems, efficiency, and compression",false,,2,6,https://github.com/RL-MIND/Shape-of-Addition,github_url_with_stars,https://icml.cc/virtual/2026/poster/66723,https://www.alphaxiv.org/abs/2606.03645
64130,UltraLIF: Fully Differentiable Spiking Neural Networks via Ultradiscretization and Max-Plus Algebra,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Deep Learning,Deep Learning->Algorithms,"AI for science, health, and biology; Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Theory, optimization, and sampling",false,,2,9,,no_github_url,https://icml.cc/virtual/2026/poster/64130,https://www.alphaxiv.org/abs/2602.11206
66360,Understanding Dynamics of Adam in Zero-Sum Games: An ODE Approach,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Theory,Theory->Optimization,"RL for LLMs and verifiable rewards; Theory, optimization, and sampling",false,,2,0,,no_github_url,https://icml.cc/virtual/2026/poster/66360,https://www.alphaxiv.org/abs/2605.19392
63866,A Hitchhiker's Guide to Poisson Gradient Estimation,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Applications,"Applications->Neuroscience, Cognitive Science","AI for science, health, and biology; Agents, tools, and computer use; Safety, alignment, governance, and risk",false,,1,0,,no_github_url,https://icml.cc/virtual/2026/poster/63866,https://www.alphaxiv.org/abs/2602.03896
64813,Adaptive Momentum and Nonlinear Damping for Neural Network Training,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Optimization,Optimization->Convex,"Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,1,1,,no_github_url,https://icml.cc/virtual/2026/poster/64813,https://www.alphaxiv.org/abs/2602.00334
60838,Dynamics and representation structure of local approximations to gradient-based learning in linear recurrent neural networks,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Applications,"Applications->Neuroscience, Cognitive Science","AI for science, health, and biology; Theory, optimization, and sampling",false,,1,2,,no_github_url,https://icml.cc/virtual/2026/poster/60838,https://www.alphaxiv.org/abs/2606.00243
62113,Embedding Hybrid Systems into Continuous Latent Vector Fields,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,General Machine Learning,General Machine Learning->Representation Learning,"Multimodal, vision-language, and video; Theory, optimization, and sampling",false,,1,3,https://github.com/SangliTeng/Continuous-Hybrid-System-Learning,github_url_with_stars,https://icml.cc/virtual/2026/poster/62113,https://www.alphaxiv.org/abs/2606.10596
61862,Neural Vector Lyapunov–Razumikhin Certificates for Delayed Interconnected Systems,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Social Aspects,Social Aspects->Robustness,"Safety, alignment, governance, and risk; Systems, efficiency, and compression",false,,1,0,,no_github_url,https://icml.cc/virtual/2026/poster/61862,https://www.alphaxiv.org/abs/2604.00774
64840,NeuralFLoC: Neural Flow-Based Joint Registration and Clustering of Functional Data,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,General Machine Learning,General Machine Learning->Everything Else,"Diffusion, flow, and generative modeling; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,1,0,,no_github_url,https://icml.cc/virtual/2026/poster/64840,https://www.alphaxiv.org/abs/2602.03169
61997,Torus Graphs for Large Scale Neural Phase Analysis,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Applications,"Applications->Neuroscience, Cognitive Science","AI for science, health, and biology; LLM reasoning and test-time compute; RL for LLMs and verifiable rewards",false,,1,0,,no_github_url,https://icml.cc/virtual/2026/poster/61997,https://www.alphaxiv.org/abs/2606.00496
64097,A Factorized Low-Rank RNN Framework for Uncovering Independent Neural Latent Dynamics and Connectivity,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Applications,"Applications->Neuroscience, Cognitive Science","AI for science, health, and biology; Interpretability and mechanistic analysis",false,,0,0,,no_github_url,https://icml.cc/virtual/2026/poster/64097,
64138,AI Engram: In Search of Memory Traces in Artificial Intelligence,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Applications,"Applications->Neuroscience, Cognitive Science","AI for science, health, and biology; Causality and data-centric ML; Interpretability and mechanistic analysis; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",true,,0,0,,no_github_url,https://icml.cc/virtual/2026/poster/64138,
62826,Adaptive Symmetry Discovery for Dynamical System Identification,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Theory,Theory->Everything Else,"AI for science, health, and biology; Agents, tools, and computer use; Theory, optimization, and sampling",false,,0,0,,no_github_url,https://icml.cc/virtual/2026/poster/62826,
66256,Biologically plausible heavy-tailed connectivity enhances generalizations on cognitive tasks in recurrent neural networks,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Applications,"Applications->Neuroscience, Cognitive Science","AI for science, health, and biology; Memorization, evaluation, and generalization; Theory, optimization, and sampling",false,,0,0,,no_github_url,https://icml.cc/virtual/2026/poster/66256,
64872,Blending Neural Control Density Functions for Stabilization and Safety,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Applications,Applications->Everything Else,"Safety, alignment, governance, and risk",false,,0,0,,no_github_url,https://icml.cc/virtual/2026/poster/64872,
61526,CoEvol-NO: State and Coordinate Co-Evolution with an Error-Driven Predictor-Corrector Paradigm for Neural Operator Transformer,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Deep Learning,Deep Learning->Other Representation Learning,"Memorization, evaluation, and generalization",true,,0,0,,no_github_url,https://icml.cc/virtual/2026/poster/61526,
63008,Conservation Laws for Modern Neural Architectures,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Unknown,,"Interpretability and mechanistic analysis; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk",false,,0,0,,no_github_url,https://icml.cc/virtual/2026/poster/63008,
63534,Controlled Dynamics Attractor Transformer,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Deep Learning,Deep Learning->Other Representation Learning,"Interpretability and mechanistic analysis; Memorization, evaluation, and generalization",false,,0,0,,no_github_url,https://icml.cc/virtual/2026/poster/63534,
66063,Controlled SDEs for Long-Horizon Motion Generation under Latent Decision Uncertainty,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Applications,Applications->Time Series,"Agents, tools, and computer use; Diffusion, flow, and generative modeling; Theory, optimization, and sampling",false,,0,0,,no_github_url,https://icml.cc/virtual/2026/poster/66063,
63319,Dynamic Compression Flows for Neuroscience Data,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Applications,"Applications->Neuroscience, Cognitive Science","AI for science, health, and biology; Interpretability and mechanistic analysis; RL for LLMs and verifiable rewards; Systems, efficiency, and compression",false,,0,0,,no_github_url,https://icml.cc/virtual/2026/poster/63319,
64661,Dynamic Fractal Mamba: A Neural Renormalization Group Flow for Scale-Invariant Sequence Modeling,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Deep Learning,"Deep Learning->Sequential Models, Time series","Safety, alignment, governance, and risk; Systems, efficiency, and compression",false,,0,0,,no_github_url,https://icml.cc/virtual/2026/poster/64661,
65624,EigenCache: Rethinking Diffusion Acceleration as Covariance-Optimal Forecasting and Submodular Information Allocation,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Deep Learning,Deep Learning->Generative Models and Autoencoders,"Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Systems, efficiency, and compression",false,,0,0,,no_github_url,https://icml.cc/virtual/2026/poster/65624,
61921,FlowCloud: Learning Continuous Spatiotemporal Dynamics from Unpaired Sparse Point Cloud Snapshots,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Applications,Applications->Health / Medicine,"AI for science, health, and biology; Safety, alignment, governance, and risk; Systems, efficiency, and compression",false,,0,0,,no_github_url,https://icml.cc/virtual/2026/poster/61921,
66173,From Teacher Pathways to Invariant Manifolds: Consensus Subspace Distillation for TSFMs,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Applications,Applications->Time Series,"Memorization, evaluation, and generalization; Safety, alignment, governance, and risk; Systems, efficiency, and compression; Theory, optimization, and sampling",false,,0,0,,no_github_url,https://icml.cc/virtual/2026/poster/66173,
63369,Functional building blocks of neural networks: from network motifs to collective dynamics,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Deep Learning,Deep Learning->Theory,"AI for science, health, and biology; Interpretability and mechanistic analysis; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,0,0,,no_github_url,https://icml.cc/virtual/2026/poster/63369,
64298,Geometric Entropy and Retrieval Phase Transitions in Continuous Thermal Dense Associative Memory,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Deep Learning,Deep Learning->Attention Mechanisms,"AI for science, health, and biology; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Theory, optimization, and sampling",false,,0,0,,no_github_url,https://icml.cc/virtual/2026/poster/64298,https://www.alphaxiv.org/abs/2604.07401
64932,Geometric Flow Grounding: A Unified Manifold Decoupling Framework for Dynamics Discovery and Verification,"AI for Science, Health, and Neuro","Latent dynamics, neuroscience, and dynamical systems",13,dynamics / networks / latent / dynamical,medium,needs_review,Applications,Applications->Everything Else,"AI for science, health, and biology; Diffusion, flow, and generative modeling; Interpretability and mechanistic analysis; Multimodal, vision-language, and video; Robotics and world models; Safety, alignment, governance, and risk",true,,0,0,,no_github_url,https://icml.cc/virtual/2026/poster/64932,
