event_id,title,topic_group,topic,themes,cluster_id,cluster_label,audience_paths,is_oral,award,public_total_votes,visits_last_7_days,github_url,github_repo,github_stars,has_github_url,artifact_confidence,needs_manual_check_reason,alphaxiv_url,icml_url
60719,PanoWorld-X: Generating Explorable Panoramic Worlds via Sphere-Aware Video Diffusion,Other,,"Agents, tools, and computer use; Diffusion, flow, and generative modeling; Multimodal, vision-language, and video; Systems, efficiency, and compression",0,video / video generation / videos / temporal,,false,,12,10,https://github.com/eliahuhorwitz/Academic-project-page-template,eliahuhorwitz/Academic-project-page-template,5063,true,needs_manual_check,template_or_index_like_url,https://www.alphaxiv.org/abs/2509.24997,https://icml.cc/virtual/2026/poster/60719
60836,From Correspondence to Actions: Human-Like Multi-Image Spatial Reasoning in Multi-modal Large Language Models,Applications,Applications->Computer Vision,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Safety, alignment, governance, and risk; Systems, efficiency, and compression",4,visual / multimodal / reasoning / vision,,false,,12,2,https://github.com/eliahuhorwitz/Academic-project-page-template,eliahuhorwitz/Academic-project-page-template,5063,true,needs_manual_check,template_or_index_like_url,https://www.alphaxiv.org/abs/2602.08735,https://icml.cc/virtual/2026/poster/60836
64128,AuTAgent: A Reinforcement Learning Framework for Tool-Augmented Audio Reasoning,Applications,"Applications->Language, Speech and Dialog","Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards",29,speech / audio / applications language / speech dialog,,false,,8,3,https://github.com/eliahuhorwitz/Academic-project-page-template,eliahuhorwitz/Academic-project-page-template,5063,true,needs_manual_check,template_or_index_like_url,https://www.alphaxiv.org/abs/2602.13685,https://icml.cc/virtual/2026/poster/64128
65423,Autoregressive Direct Preference Optimization,Reinforcement Learning,Reinforcement Learning->Deep RL,"Agents, tools, and computer use; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",24,preference / reward / preferences / preference optimization,,false,,6,0,https://github.com/eliahuhorwitz/Academic-project-page-template,eliahuhorwitz/Academic-project-page-template,5063,true,needs_manual_check,template_or_index_like_url,https://www.alphaxiv.org/abs/2602.09533,https://icml.cc/virtual/2026/poster/65423
65700,Boosting Monocular Metric Depth Estimation via Bokeh Rendering,Applications,Applications->Computer Vision,"Diffusion, flow, and generative modeling; Multimodal, vision-language, and video",10,3d / vision / applications computer / computer vision,,false,,4,1,https://github.com/eliahuhorwitz/Academic-project-page-template,eliahuhorwitz/Academic-project-page-template,5063,true,needs_manual_check,template_or_index_like_url,https://www.alphaxiv.org/abs/2512.12425,https://icml.cc/virtual/2026/poster/65700
62276,Turbo4DGen: Ultra-Fast Acceleration for 4D Generation,Deep Learning,Deep Learning->Generative Models and Autoencoders,"Diffusion, flow, and generative modeling; Multimodal, vision-language, and video; Robotics and world models",0,video / video generation / videos / temporal,,false,,0,0,https://github.com/ArthurBrussee/brush,ArthurBrussee/brush,4818,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2603.29572,https://icml.cc/virtual/2026/poster/62276
61106,DeepAnalyze: Agentic Large Language Models for Autonomous Data Science,Other,,"Agents, tools, and computer use; Memorization, evaluation, and generalization",11,agent / agents / multi agent / multi,,false,,146,25,https://github.com/ruc-datalab/DeepAnalyze,ruc-datalab/DeepAnalyze,4355,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2510.16872,https://icml.cc/virtual/2026/poster/61106
61640,SimpleMem: Efficient Lifelong Memory for LLM Agents,Deep Learning,Deep Learning->Large Language Models,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Systems, efficiency, and compression",11,agent / agents / multi agent / multi,Agents and Tool-Use Researcher,false,,214,75,https://github.com/aiming-lab/SimpleMem,aiming-lab/SimpleMem,3641,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2601.02553,https://icml.cc/virtual/2026/poster/61640
64195,SAM Audio: Segment Anything in Audio,Applications,"Applications->Language, Speech and Dialog","Diffusion language models; Diffusion, flow, and generative modeling; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards",29,speech / audio / applications language / speech dialog,,false,,65,26,https://github.com/facebookresearch/sam-audio,facebookresearch/sam-audio,3567,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2512.18099,https://icml.cc/virtual/2026/poster/64195
62992,Monitoring Monitorability,Other,,"Agents, tools, and computer use; Causality and data-centric ML; LLM reasoning and test-time compute; Memorization, evaluation, and generalization",13,scaling / test time / test / time,,true,,28,17,https://github.com/nightscout/cgm-remote-monitor,nightscout/cgm-remote-monitor,2786,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2512.18311,https://icml.cc/virtual/2026/poster/62992
62192,RoboTwin 2.0: A Scalable Data Generator and Benchmark with Strong Domain Randomization for Robust Bimanual Robotic Manipulation,Other,,"Causality and data-centric ML; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Robotics and world models",19,action / vla / language action / vision language,,false,,91,55,https://github.com/RoboTwin-Platform/RoboTwin,RoboTwin-Platform/RoboTwin,2562,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2506.18088,https://icml.cc/virtual/2026/poster/62192
62221,Alterbute: Editing Intrinsic Attributes of Objects in Images,Applications,Applications->Computer Vision,"Diffusion language models; Diffusion, flow, and generative modeling; Multimodal, vision-language, and video; Systems, efficiency, and compression",10,3d / vision / applications computer / computer vision,,false,,23,1,https://github.com/google/nerfies,google/nerfies,1969,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2601.10714,https://icml.cc/virtual/2026/poster/62221
63942,DADP: Domain Adaptive Diffusion Policy,Reinforcement Learning,Reinforcement Learning->Batch/Offline,"Diffusion, flow, and generative modeling; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Robotics and world models; Safety, alignment, governance, and risk",7,reinforcement learning / reinforcement / policy / rl,,false,,5,10,https://github.com/google/nerfies,google/nerfies,1969,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2602.04037,https://icml.cc/virtual/2026/poster/63942
64377,$\tau^2$-Bench: Evaluating Conversational Agents in a Dual-Control Environment,Deep Learning,Deep Learning->Large Language Models,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards",11,agent / agents / multi agent / multi,Agents and Tool-Use Researcher,true,,89,91,https://github.com/sierra-research/tau2-bench,sierra-research/tau2-bench,1569,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2506.07982,https://icml.cc/virtual/2026/poster/64377
63427,$\tau$-Knowledge: Evaluating Conversational Agents over Unstructured Knowledge,General Machine Learning,General Machine Learning->Evaluation,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards",11,agent / agents / multi agent / multi,,false,,13,11,https://github.com/sierra-research/tau2-bench,sierra-research/tau2-bench,1569,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2603.04370,https://icml.cc/virtual/2026/poster/63427
66590,$\tau$-Voice: Benchmarking Full-Duplex Voice Agents on Real-World Domains,Applications,"Applications->Language, Speech and Dialog","Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization",11,agent / agents / multi agent / multi,,false,,23,26,https://github.com/sierra-research/tau2-bench,sierra-research/tau2-bench,1556,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2603.13686,https://icml.cc/virtual/2026/poster/66590
63503,DITRON: Distributed Multi-level Tiling Compiler for Parallel Tensor Programs,General Machine Learning,General Machine Learning->Hardware and Software,"RL for LLMs and verifiable rewards; Systems, efficiency, and compression",21,quantization / kv / memory / cache,,false,,8,3,https://github.com/ByteDance-Seed/Triton-distributed,ByteDance-Seed/Triton-distributed,1486,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2605.02953,https://icml.cc/virtual/2026/poster/63503
61140,video-SALMONN S: Memory-Enhanced Streaming Audio-Visual LLM,Deep Learning,Deep Learning->Large Language Models,"Agents, tools, and computer use; Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Theory, optimization, and sampling",0,video / video generation / videos / temporal,,false,,20,6,https://github.com/bytedance/SALMONN,bytedance/SALMONN,1469,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2510.11129,https://icml.cc/virtual/2026/poster/61140
66249,SpecExit: Accelerating Large Reasoning Model via Speculative Exit,Deep Learning,Deep Learning->Large Language Models,Interpretability and mechanistic analysis; LLM reasoning and test-time compute,20,code / anonymous / 4open science / 4open,,false,,16,2,https://github.com/Tencent/AngelSlim,Tencent/AngelSlim,1399,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2509.24248,https://icml.cc/virtual/2026/poster/66249
63095,Agent0-VL: Exploring Self-Evolving Agent for Tool-Integrated Vision-Language Reasoning,Other,,"AI for science, health, and biology; Agents, tools, and computer use; Causality and data-centric ML; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards",4,visual / multimodal / reasoning / vision,,true,,89,40,https://github.com/aiming-lab/Agent0,aiming-lab/Agent0,1228,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2511.19900,https://icml.cc/virtual/2026/poster/63095
65261,OpenTSLM: Time-Series Language Models for Reasoning over Multivariate Medical Text- and Time-Series Data,Deep Learning,Deep Learning->Large Language Models,"AI for science, health, and biology; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video",18,time series / series / time / forecasting,,false,,32,6,https://github.com/StanfordBDHG/OpenTSLM,StanfordBDHG/OpenTSLM,1184,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2510.02410,https://icml.cc/virtual/2026/poster/65261
65052,WorldMirror: Universal 3D World Reconstruction with Any-Prior Prompting,Deep Learning,Deep Learning->Foundation Models,"Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Systems, efficiency, and compression",10,3d / vision / applications computer / computer vision,,false,,50,7,https://github.com/Tencent-Hunyuan/HunyuanWorld-Mirror,Tencent-Hunyuan/HunyuanWorld-Mirror,1153,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2510.10726,https://icml.cc/virtual/2026/poster/65052
61786,MN-Diff: Diffusion Parameterized  MoE-NCDE for Continuous Time Series Generation with Irregular Observations,Applications,Applications->Time Series,"Diffusion, flow, and generative modeling; Systems, efficiency, and compression; Theory, optimization, and sampling",18,time series / series / time / forecasting,,false,,1,0,https://github.com/microsoft/TimeCraft,microsoft/TimeCraft,1079,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2601.13534,https://icml.cc/virtual/2026/poster/61786
61180,Latent Collaboration in Multi-Agent Systems,Deep Learning,Deep Learning->Large Language Models,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Systems, efficiency, and compression",11,agent / agents / multi agent / multi,Agents and Tool-Use Researcher,false,,402,149,https://github.com/Gen-Verse/LatentMAS,Gen-Verse/LatentMAS,1048,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2511.20639,https://icml.cc/virtual/2026/poster/61180
62831,VenusBench-Mobile: A Challenging and User-Centric Benchmark for Mobile GUI Agents with Capability Diagnostics,Deep Learning,Deep Learning->Foundation Models,"Agents, tools, and computer use; Causality and data-centric ML; Memorization, evaluation, and generalization; Multimodal, vision-language, and video",11,agent / agents / multi agent / multi,,true,,0,13,https://github.com/inclusionAI/UI-Venus,inclusionAI/UI-Venus,1013,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2604.06182,https://icml.cc/virtual/2026/poster/62831
64121,Reinforcement Learning via Self-Distillation,Deep Learning,Deep Learning->Algorithms,"AI for science, health, and biology; Agents, tools, and computer use; Diffusion, flow, and generative modeling; Interpretability and mechanistic analysis; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Systems, efficiency, and compression; Theory, optimization, and sampling",6,reasoning / reinforcement / rl / reinforcement learning,,false,,718,334,https://github.com/lasgroup/SDPO,lasgroup/SDPO,1008,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2601.20802,https://icml.cc/virtual/2026/poster/64121
64413,Scaling Generative Verifiers For Natural Language Mathematical Proof Verification And Selection,Deep Learning,Deep Learning->Large Language Models,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards",1,language / language models / llms / large language,LLM Reasoning Researcher,false,,16,17,https://github.com/NVIDIA-NeMo/Skills,NVIDIA-NeMo/Skills,1004,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2511.13027,https://icml.cc/virtual/2026/poster/64413
65558,SpecForge: A Flexible and Efficient Open-Source Training Framework for Speculative Decoding,Other,,"Agents, tools, and computer use; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",21,quantization / kv / memory / cache,,false,,11,3,https://github.com/sgl-project/SpecForge,sgl-project/SpecForge,985,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2603.18567,https://icml.cc/virtual/2026/poster/65558
62290,Towards Efficient Large Language Reasoning Models via Extreme-Ratio Chain-of-Thought Compression,Deep Learning,Deep Learning->Large Language Models,"Causality and data-centric ML; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Systems, efficiency, and compression; Theory, optimization, and sampling",6,reasoning / reinforcement / rl / reinforcement learning,,false,,4,1,https://github.com/Mwie1024/Extra-CoT,Mwie1024/Extra-CoT,968,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2602.08324,https://icml.cc/virtual/2026/poster/62290
65646,Causal Forcing: Autoregressive Diffusion Distillation Done Right for High-Quality Real-Time Video Generation,Deep Learning,Deep Learning->Generative Models and Autoencoders,"Causality and data-centric ML; Diffusion, flow, and generative modeling; Multimodal, vision-language, and video",0,video / video generation / videos / temporal,,false,,152,65,https://github.com/thu-ml/Causal-Forcing,thu-ml/Causal-Forcing,850,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2602.02214,https://icml.cc/virtual/2026/poster/65646
64465,VLANeXt: Recipes for Building Strong VLA Models,Applications,Applications->Robotics,"Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Robotics and world models; Systems, efficiency, and compression",19,action / vla / language action / vision language,,false,,74,37,https://github.com/DravenALG/awesome-vla,DravenALG/awesome-vla,833,true,needs_manual_check,template_or_index_like_url,https://www.alphaxiv.org/abs/2602.18532,https://icml.cc/virtual/2026/poster/64465
66741,TriAttention: Efficient Long Reasoning with Trigonometric KV Compression,Deep Learning,Deep Learning->Large Language Models,"LLM reasoning and test-time compute; Systems, efficiency, and compression",21,quantization / kv / memory / cache,,false,,139,32,https://github.com/WeianMao/triattention,WeianMao/triattention,815,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2604.04921,https://icml.cc/virtual/2026/poster/66741
65782,RDT2: Exploring the Scaling Limit of UMI Data Towards Zero-Shot Cross-Embodiment Generalization,Applications,Applications->Robotics,"Agents, tools, and computer use; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Robotics and world models; Systems, efficiency, and compression",19,action / vla / language action / vision language,,false,,86,13,https://github.com/thu-ml/RDT2,thu-ml/RDT2,792,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2602.03310,https://icml.cc/virtual/2026/poster/65782
62227,Doc-to-LoRA: Learning to Instantly Internalize Contexts,General Machine Learning,"General Machine Learning->Transfer, Multitask and Meta-learning","LLM reasoning and test-time compute; Systems, efficiency, and compression",21,quantization / kv / memory / cache,,false,,87,47,https://github.com/SakanaAI/doc-to-lora,SakanaAI/doc-to-lora,779,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2602.15902,https://icml.cc/virtual/2026/poster/62227
60489,Verbalized Sampling: How to Mitigate Mode Collapse and Unlock LLM Diversity,Deep Learning,Deep Learning->Large Language Models,"Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Theory, optimization, and sampling",1,language / language models / llms / large language,,false,,116,19,https://github.com/CHATS-lab/verbalized-sampling,CHATS-lab/verbalized-sampling,776,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2510.01171,https://icml.cc/virtual/2026/poster/60489
65426,FG-CLIP 2: A Bilingual Fine-grained Vision-Language Alignment Model,Deep Learning,Deep Learning->Other Representation Learning,"Agents, tools, and computer use; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Theory, optimization, and sampling",4,visual / multimodal / reasoning / vision,,false,,25,1,https://github.com/360CVGroup/FG-CLIP,360CVGroup/FG-CLIP,760,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2510.10921,https://icml.cc/virtual/2026/poster/65426
62794,ToolOrchestra: Elevating Intelligence via Efficient Model and Tool Orchestration,Other,,"Agents, tools, and computer use; LLM reasoning and test-time compute; RL for LLMs and verifiable rewards; Systems, efficiency, and compression; Theory, optimization, and sampling",11,agent / agents / multi agent / multi,,false,,260,17,https://github.com/NVlabs/ToolOrchestra,NVlabs/ToolOrchestra,745,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2511.21689,https://icml.cc/virtual/2026/poster/62794
62613,Utonia: Toward One Encoder for All Point Clouds,Applications,Applications->Computer Vision,"Agents, tools, and computer use; LLM reasoning and test-time compute; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Robotics and world models",10,3d / vision / applications computer / computer vision,Multimodal and Robotics Researcher,false,,118,27,https://github.com/Pointcept/Utonia,Pointcept/Utonia,710,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2603.03283,https://icml.cc/virtual/2026/poster/62613
65886,Reinforcement Learning with Evolving Rubrics for Deep Research,Deep Learning,Deep Learning->Large Language Models,"AI for science, health, and biology; Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards",6,reasoning / reinforcement / rl / reinforcement learning,LLM Reasoning Researcher,true,,201,154,https://github.com/rlresearch/dr-tulu,rlresearch/dr-tulu,682,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2511.19399,https://icml.cc/virtual/2026/poster/65886
61434,Self-Distillation Enables Continual Learning,Other,,RL for LLMs and verifiable rewards,12,tuning / fine tuning / fine / lora,,false,,590,311,https://github.com/idanshen/Self-Distillation,idanshen/Self-Distillation,653,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2601.19897,https://icml.cc/virtual/2026/poster/61434
