event_id,title,topic_group,topic,themes,cluster_id,cluster_label,audience_paths,is_oral,award,public_total_votes,visits_last_7_days,github_url,github_repo,github_stars,has_github_url,artifact_confidence,needs_manual_check_reason,alphaxiv_url,icml_url
62943,Evolution Strategies at the Hyperscale,Optimization,Optimization->Zero-order and Black-box Optimization,"Agents, tools, and computer use; LLM reasoning and test-time compute; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",12,tuning / fine tuning / fine / lora,,false,,405,116,https://github.com/ESHyperscale/HyperscaleES,ESHyperscale/HyperscaleES,346,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2511.16652,https://icml.cc/virtual/2026/poster/62943
61180,Latent Collaboration in Multi-Agent Systems,Deep Learning,Deep Learning->Large Language Models,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Systems, efficiency, and compression",11,agent / agents / multi agent / multi,Agents and Tool-Use Researcher,false,,402,149,https://github.com/Gen-Verse/LatentMAS,Gen-Verse/LatentMAS,1048,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2511.20639,https://icml.cc/virtual/2026/poster/61180
65901,Neural Thickets: Diverse Task Experts Are Dense Around Pretrained Weights,Deep Learning,Deep Learning->Foundation Models,"RL for LLMs and verifiable rewards; Theory, optimization, and sampling",22,gradient / networks / optimization / neural networks,,false,,365,133,https://github.com/sunrainyg/RandOpt,sunrainyg/RandOpt,627,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2603.12228,https://icml.cc/virtual/2026/poster/65901
64784,Self-Distilled Reasoner: On-Policy Self-Distillation for Large Language Models,Other,,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Systems, efficiency, and compression",6,reasoning / reinforcement / rl / reinforcement learning,,false,,351,415,https://github.com/siyan-zhao/OPSD,siyan-zhao/OPSD,463,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2601.18734,https://icml.cc/virtual/2026/poster/64784
60548,"Reinforcement Learning with Verifiable Rewards: GRPO's Loss, Dynamics, and Success Amplification",Reinforcement Learning,Reinforcement Learning->Deep RL,"LLM reasoning and test-time compute; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",6,reasoning / reinforcement / rl / reinforcement learning,RL Researcher,false,,305,48,,,0,false,no_github_url,,https://www.alphaxiv.org/abs/2503.06639,https://icml.cc/virtual/2026/poster/60548
68826,Not All Rollouts are Useful: Down-Sampling Rollouts in LLM Reinforcement Learning,Deep Learning,Deep Learning->Large Language Models,"Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Systems, efficiency, and compression; Theory, optimization, and sampling",6,reasoning / reinforcement / rl / reinforcement learning,LLM Reasoning Researcher,false,,281,39,,,0,false,no_github_url,,https://www.alphaxiv.org/abs/2504.13818,https://icml.cc/virtual/2026/poster/68826
61605,Compute as Teacher: Turning Inference Compute Into Reference-Free Supervision,Deep Learning,Deep Learning->Large Language Models,"AI for science, health, and biology; Agents, tools, and computer use; Causality and data-centric ML; LLM reasoning and test-time compute; RL for LLMs and verifiable rewards",13,scaling / test time / test / time,LLM Reasoning Researcher,false,,278,38,https://github.com/cympyc1785/transformers-4.46.3-custom,cympyc1785/transformers-4.46.3-custom,1,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2509.14234,https://icml.cc/virtual/2026/poster/61605
65056,Learning Latent Action World Models In The Wild,Reinforcement Learning,Reinforcement Learning->Planning,"Agents, tools, and computer use; Causality and data-centric ML; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Robotics and world models; Systems, efficiency, and compression",19,action / vla / language action / vision language,,false,,273,105,,,0,false,no_github_url,,https://www.alphaxiv.org/abs/2601.05230,https://icml.cc/virtual/2026/poster/65056
62989,How much can language models memorize?,Other,,"Memorization, evaluation, and generalization",13,scaling / test time / test / time,Executive / Broad Landscape Reader,true,Outstanding Paper Honorable Mention,271,374,https://github.com/SimonCao1207/LLM-Capacity,SimonCao1207/LLM-Capacity,2,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2505.24832,https://icml.cc/virtual/2026/poster/62989
65157,Unifying and Optimizing Data Values for Selection via Sequential Decision-Making,General Machine Learning,General Machine Learning->Data,"Causality and data-centric ML; Interpretability and mechanistic analysis; Memorization, evaluation, and generalization; Theory, optimization, and sampling",17,representation / machine learning / machine / general,,false,,271,39,https://github.com/frankhlchi/SequentialDataVal,frankhlchi/SequentialDataVal,0,true,github_url_no_stars,,https://www.alphaxiv.org/abs/2502.04554,https://icml.cc/virtual/2026/poster/65157
67077,Position: Stop Anthropomorphizing Intermediate Tokens as Reasoning/Thinking Traces!,Deep Learning,Deep Learning->Large Language Models,Interpretability and mechanistic analysis; LLM reasoning and test-time compute,28,position / ai / position paper / argues,,false,,271,36,https://github.com/Aryia-Behroziuan/References,Aryia-Behroziuan/References,63,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2504.09762,https://icml.cc/virtual/2026/poster/67077
63607,How to Correctly Report LLM-as-a-Judge Evaluations,Deep Learning,Deep Learning->Large Language Models,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",1,language / language models / llms / large language,,false,,267,55,https://github.com/UW-Madison-Lee-Lab/LLM-judge-reporting,UW-Madison-Lee-Lab/LLM-judge-reporting,81,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2511.21140,https://icml.cc/virtual/2026/poster/63607
62954,Training AI Co-Scientists Using Rubric Rewards,Deep Learning,Deep Learning->Large Language Models,"AI for science, health, and biology; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards",6,reasoning / reinforcement / rl / reinforcement learning,,false,,264,37,https://github.com/vanbelkummax/rubric-rewards-training,vanbelkummax/rubric-rewards-training,7,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2512.23707,https://icml.cc/virtual/2026/poster/62954
66786,Understanding LoRA as Knowledge Memory: An Empirical Analysis,Deep Learning,Deep Learning->Large Language Models,"Agents, tools, and computer use; LLM reasoning and test-time compute; Systems, efficiency, and compression; Theory, optimization, and sampling",12,tuning / fine tuning / fine / lora,,false,,262,45,,,0,false,no_github_url,,https://www.alphaxiv.org/abs/2603.01097,https://icml.cc/virtual/2026/poster/66786
62794,ToolOrchestra: Elevating Intelligence via Efficient Model and Tool Orchestration,Other,,"Agents, tools, and computer use; LLM reasoning and test-time compute; RL for LLMs and verifiable rewards; Systems, efficiency, and compression; Theory, optimization, and sampling",11,agent / agents / multi agent / multi,,false,,260,17,https://github.com/NVlabs/ToolOrchestra,NVlabs/ToolOrchestra,745,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2511.21689,https://icml.cc/virtual/2026/poster/62794
65332,Maximum Likelihood Reinforcement Learning,Deep Learning,Deep Learning->Large Language Models,"Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Theory, optimization, and sampling",7,reinforcement learning / reinforcement / policy / rl,,true,,259,100,https://github.com/tajwarfahim/maxrl,tajwarfahim/maxrl,194,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2602.02710,https://icml.cc/virtual/2026/poster/65332
65098,Teaching Models to Teach Themselves: Reasoning at the Edge of Learnability,Other,,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization",6,reasoning / reinforcement / rl / reinforcement learning,,false,,258,44,,,0,false,no_github_url,,https://www.alphaxiv.org/abs/2601.18778,https://icml.cc/virtual/2026/poster/65098
64450,Chain-of-Thought Reasoning In The Wild Is Not Always Faithful,Social Aspects,"Social Aspects->Accountability, Transparency, and Interpretability","Agents, tools, and computer use; Interpretability and mechanistic analysis; LLM reasoning and test-time compute; Safety, alignment, governance, and risk",23,interpretability / accountability / transparency / transparency interpretability,,false,,253,32,https://github.com/jettjaniak/chainscope,jettjaniak/chainscope,35,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2503.08679,https://icml.cc/virtual/2026/poster/64450
61640,SimpleMem: Efficient Lifelong Memory for LLM Agents,Deep Learning,Deep Learning->Large Language Models,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Systems, efficiency, and compression",11,agent / agents / multi agent / multi,Agents and Tool-Use Researcher,false,,214,75,https://github.com/aiming-lab/SimpleMem,aiming-lab/SimpleMem,3641,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2601.02553,https://icml.cc/virtual/2026/poster/61640
63515,One-step Latent-free Image Generation with Pixel Mean Flows,Deep Learning,Deep Learning->Generative Models and Autoencoders,"Agents, tools, and computer use; Diffusion, flow, and generative modeling; Multimodal, vision-language, and video; Theory, optimization, and sampling",3,diffusion / generative / diffusion models / generative models,,false,,214,35,https://github.com/Lyy-iiis/pMF,Lyy-iiis/pMF,267,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2601.22158,https://icml.cc/virtual/2026/poster/63515
66095,Evaluating Parameter Efficient Methods for RLVR,Other,,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Systems, efficiency, and compression; Theory, optimization, and sampling",12,tuning / fine tuning / fine / lora,,false,,212,12,https://github.com/MikaStars39/PeRL,MikaStars39/PeRL,81,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2512.23165,https://icml.cc/virtual/2026/poster/66095
62902,Discrete Diffusion VLA: Bringing Discrete Diffusion to Action Decoding in Vision-Language-Action Policies,Applications,Applications->Robotics,"Diffusion language models; Diffusion, flow, and generative modeling; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Robotics and world models; Systems, efficiency, and compression",19,action / vla / language action / vision language,,false,,204,35,https://github.com/Liang-ZX/DiscreteDiffusionVLA,Liang-ZX/DiscreteDiffusionVLA,69,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2508.20072,https://icml.cc/virtual/2026/poster/62902
64904,Temporal Straightening for Latent Planning,Deep Learning,Deep Learning->Other Representation Learning,"Agents, tools, and computer use; Multimodal, vision-language, and video; Robotics and world models",17,representation / machine learning / machine / general,,false,,202,56,https://github.com/agentic-learning-ai-lab/temporal-straightening,agentic-learning-ai-lab/temporal-straightening,92,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2603.12231,https://icml.cc/virtual/2026/poster/64904
65886,Reinforcement Learning with Evolving Rubrics for Deep Research,Deep Learning,Deep Learning->Large Language Models,"AI for science, health, and biology; Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards",6,reasoning / reinforcement / rl / reinforcement learning,LLM Reasoning Researcher,true,,201,154,https://github.com/rlresearch/dr-tulu,rlresearch/dr-tulu,682,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2511.19399,https://icml.cc/virtual/2026/poster/65886
61379,MemEvolve: Meta-Evolution of Agent Memory Systems,Other,,"Agents, tools, and computer use; Memorization, evaluation, and generalization",11,agent / agents / multi agent / multi,,false,,194,37,https://github.com/bingreeky/MemEvolve,bingreeky/MemEvolve,253,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2512.18746,https://icml.cc/virtual/2026/poster/61379
65457,LangForce: Bayesian Decomposition of Vision Language Action Models via Latent Action Queries,Applications,Applications->Robotics,"Interpretability and mechanistic analysis; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Robotics and world models; Safety, alignment, governance, and risk; Theory, optimization, and sampling",19,action / vla / language action / vision language,Multimodal and Robotics Researcher,false,,189,44,https://github.com/ZGC-EmbodyAI/LangForce,ZGC-EmbodyAI/LangForce,69,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2601.15197,https://icml.cc/virtual/2026/poster/65457
64306,Agent World Model: Infinity Synthetic Environments for Agentic Reinforcement Learning,Deep Learning,Deep Learning->Large Language Models,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Robotics and world models",11,agent / agents / multi agent / multi,Agents and Tool-Use Researcher,false,,184,58,https://github.com/Snowflake-Labs/agent-world-model,Snowflake-Labs/agent-world-model,408,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2602.10090,https://icml.cc/virtual/2026/poster/64306
64832,"RLAnything: Forge Environment, Policy, and Reward Model in Completely Dynamic RL System",Deep Learning,Deep Learning->Large Language Models,"LLM reasoning and test-time compute; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",6,reasoning / reinforcement / rl / reinforcement learning,,false,,180,29,https://github.com/Gen-Verse/Open-AgentRL,Gen-Verse/Open-AgentRL,577,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2602.02488,https://icml.cc/virtual/2026/poster/64832
61178,Fast KV Compaction via Attention Matching,Deep Learning,Deep Learning->Attention Mechanisms,"Theory, optimization, and sampling",21,quantization / kv / memory / cache,,false,,176,37,https://github.com/adamzweiger/compaction,adamzweiger/compaction,253,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2602.16284,https://icml.cc/virtual/2026/poster/61178
61950,Scaling Long-Horizon Agent via Context Folding,Other,,"Agents, tools, and computer use; LLM reasoning and test-time compute; RL for LLMs and verifiable rewards",11,agent / agents / multi agent / multi,,false,,171,73,https://github.com/sunnweiwei/FoldAgent,sunnweiwei/FoldAgent,172,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2510.11967,https://icml.cc/virtual/2026/poster/61950
65037,ATLAS: Learning to Optimally Memorize the Context at Test Time,Other,,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",14,attention / transformers / transformer / context,,false,,168,26,https://github.com/bhoener/atlas,bhoener/atlas,0,true,github_url_no_stars,,https://www.alphaxiv.org/abs/2505.23735,https://icml.cc/virtual/2026/poster/65037
64760,Dimensional Collapse in Transformer Attention Outputs: A Challenge for Sparse Dictionary Learning,Other,,"Agents, tools, and computer use; Interpretability and mechanistic analysis",14,attention / transformers / transformer / context,,false,,160,5,,,0,false,no_github_url,,https://www.alphaxiv.org/abs/2508.16929,https://icml.cc/virtual/2026/poster/64760
65709,A Very Big Video Reasoning Suite,Applications,Applications->Computer Vision,"Causality and data-centric ML; Interpretability and mechanistic analysis; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video",0,video / video generation / videos / temporal,,false,,159,25,https://github.com/Video-Reason/VBVR-Wan2.2,Video-Reason/VBVR-Wan2.2,25,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2602.20159,https://icml.cc/virtual/2026/poster/65709
61082,Spurious Rewards: Rethinking Training Signals in RLVR,Deep Learning,Deep Learning->Large Language Models,"Interpretability and mechanistic analysis; LLM reasoning and test-time compute; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk",6,reasoning / reinforcement / rl / reinforcement learning,,false,,153,73,https://github.com/Anderson-ce/Rethink_RLVR,Anderson-ce/Rethink_RLVR,352,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2506.10947,https://icml.cc/virtual/2026/poster/61082
64301,DFlash: Block Diffusion for Flash Speculative Decoding,Deep Learning,Deep Learning->Large Language Models,"Diffusion language models; Diffusion, flow, and generative modeling; LLM reasoning and test-time compute",21,quantization / kv / memory / cache,,false,,153,272,https://github.com/z-lab/dflash,z-lab/dflash,5451,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2602.06036,https://icml.cc/virtual/2026/poster/64301
65646,Causal Forcing: Autoregressive Diffusion Distillation Done Right for High-Quality Real-Time Video Generation,Deep Learning,Deep Learning->Generative Models and Autoencoders,"Causality and data-centric ML; Diffusion, flow, and generative modeling; Multimodal, vision-language, and video",0,video / video generation / videos / temporal,,false,,152,65,https://github.com/thu-ml/Causal-Forcing,thu-ml/Causal-Forcing,850,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2602.02214,https://icml.cc/virtual/2026/poster/65646
63623,Causal-JEPA: Learning World Models through Object-Level Latent Interventions,Deep Learning,Deep Learning->Self-Supervised Learning,"Agents, tools, and computer use; Causality and data-centric ML; Diffusion language models; LLM reasoning and test-time compute; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Robotics and world models; Safety, alignment, governance, and risk",17,representation / machine learning / machine / general,,false,,150,99,https://github.com/galilai-group/cjepa,galilai-group/cjepa,206,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2602.11389,https://icml.cc/virtual/2026/poster/63623
65729,ExSkill: Continual Learning from Experience and Skills in Multimodal Agents,Other,,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video",11,agent / agents / multi agent / multi,,false,,147,62,https://github.com/XSkill-Agent/XSkill,XSkill-Agent/XSkill,234,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2603.12056,https://icml.cc/virtual/2026/poster/65729
61106,DeepAnalyze: Agentic Large Language Models for Autonomous Data Science,Other,,"Agents, tools, and computer use; Memorization, evaluation, and generalization",11,agent / agents / multi agent / multi,,false,,146,25,https://github.com/ruc-datalab/DeepAnalyze,ruc-datalab/DeepAnalyze,4355,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2510.16872,https://icml.cc/virtual/2026/poster/61106
66747,Toward Training Superintelligent Software Agents through Self-Play SWE-RL,Deep Learning,Deep Learning->Large Language Models,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards",11,agent / agents / multi agent / multi,,false,,146,11,https://github.com/Uni-IDE/AvaAI.SoftwareEngineering,Uni-IDE/AvaAI.SoftwareEngineering,0,true,github_url_no_stars,,https://www.alphaxiv.org/abs/2512.18552,https://icml.cc/virtual/2026/poster/66747
62813,Vision-Language-Action Pretraining from Large-Scale Human Videos,Applications,Applications->Robotics,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Robotics and world models; Safety, alignment, governance, and risk; Systems, efficiency, and compression",19,action / vla / language action / vision language,Multimodal and Robotics Researcher,false,,144,18,https://github.com/BeingBeyond/Being-H0,BeingBeyond/Being-H0,52,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2507.15597,https://icml.cc/virtual/2026/poster/62813
65125,Does Math Reasoning Improve General LLM Capabilities? Understanding Transferability of LLM Reasoning,Deep Learning,Deep Learning->Large Language Models,"AI for science, health, and biology; Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards",6,reasoning / reinforcement / rl / reinforcement learning,,false,,143,17,https://github.com/ReasoningTransfer/Transferability-of-LLM-Reasoning,ReasoningTransfer/Transferability-of-LLM-Reasoning,0,true,github_url_no_stars,,https://www.alphaxiv.org/abs/2507.00432,https://icml.cc/virtual/2026/poster/65125
66741,TriAttention: Efficient Long Reasoning with Trigonometric KV Compression,Deep Learning,Deep Learning->Large Language Models,"LLM reasoning and test-time compute; Systems, efficiency, and compression",21,quantization / kv / memory / cache,,false,,139,32,https://github.com/WeianMao/triattention,WeianMao/triattention,815,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2604.04921,https://icml.cc/virtual/2026/poster/66741
63567,Weight-sparse transformers have interpretable circuits,Other,,"AI for science, health, and biology; Interpretability and mechanistic analysis; Systems, efficiency, and compression",23,interpretability / accountability / transparency / transparency interpretability,,false,,137,36,https://github.com/alihan-ozturk/L0-Weight-Sparse-Reinforcement-Learning-PPO,alihan-ozturk/L0-Weight-Sparse-Reinforcement-Learning-PPO,3,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2511.13653,https://icml.cc/virtual/2026/poster/63567
63177,Stabilizing MoE Reinforcement Learning by Aligning Training and Inference Routers,Deep Learning,Deep Learning->Foundation Models,"RL for LLMs and verifiable rewards; Systems, efficiency, and compression; Theory, optimization, and sampling",7,reinforcement learning / reinforcement / policy / rl,,false,,135,32,,,0,false,no_github_url,,https://www.alphaxiv.org/abs/2510.11370,https://icml.cc/virtual/2026/poster/63177
63195,BabyVision: Visual Reasoning Beyond Language,Deep Learning,Deep Learning->Large Language Models,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video",4,visual / multimodal / reasoning / vision,,false,,134,35,https://github.com/UniPat-AI/BabyVision,UniPat-AI/BabyVision,227,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2601.06521,https://icml.cc/virtual/2026/poster/63195
64296,Meta Context Engineering via Agentic Skill Evolution,Deep Learning,Deep Learning->Large Language Models,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk; Systems, efficiency, and compression; Theory, optimization, and sampling",11,agent / agents / multi agent / multi,,false,,132,176,https://github.com/metaevo-ai/meta-context-engineering,metaevo-ai/meta-context-engineering,135,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2601.21557,https://icml.cc/virtual/2026/poster/64296
71805,Statistical Impossibility and Possibility of Aligning LLMs with Human Preferences: From Condorcet Paradox to Nash Equilibrium,Social Aspects,Social Aspects->Alignment,"RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Systems, efficiency, and compression",24,preference / reward / preferences / preference optimization,,false,,130,10,,,0,false,no_github_url,,https://www.alphaxiv.org/abs/2503.10990,https://icml.cc/virtual/2026/poster/71805
65014,Efficient Reasoning with Hidden Thinking,Deep Learning,Deep Learning->Large Language Models,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Systems, efficiency, and compression",4,visual / multimodal / reasoning / vision,,false,,129,18,https://github.com/shawnricecake/Heima,shawnricecake/Heima,74,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2501.19201,https://icml.cc/virtual/2026/poster/65014
61446,The Assistant Axis: Situating and Stabilizing the Default Persona of Language Models,Social Aspects,"Social Aspects->Accountability, Transparency, and Interpretability","Interpretability and mechanistic analysis; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk",23,interpretability / accountability / transparency / transparency interpretability,,false,,127,78,,,0,false,no_github_url,,https://www.alphaxiv.org/abs/2601.10387,https://icml.cc/virtual/2026/poster/61446
62279,Evolution Strategies at Scale: LLM Fine-Tuning Beyond Reinforcement Learning,Deep Learning,Deep Learning->Large Language Models,"LLM reasoning and test-time compute; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk",12,tuning / fine tuning / fine / lora,,false,,126,39,https://github.com/VsonicV/es-fine-tuning-paper,VsonicV/es-fine-tuning-paper,368,true,github_url_with_stars,,https://www.alphaxiv.org/abs/2509.24372,https://icml.cc/virtual/2026/poster/62279
