event_id,title,themes,official_topic,topic_group,decision,is_oral,award,public_total_votes,visits_last_7_days,github_stars,score,url,alphaxiv_url
66787,Reliability-Aware LLM Alignment from Inconsistent Human Feedback,"Agents, tools, and computer use; Causality and data-centric ML; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Theory, optimization, and sampling",Social Aspects->Alignment,Social Aspects,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/66787,
61805,SSA: Sparse Sparse Attention by Aligning Full and Sparse Attention Outputs in Feature Space,"Safety, alignment, governance, and risk; Systems, efficiency, and compression",Deep Learning->Attention Mechanisms,Deep Learning,Accept (regular),false,,32,18,27,0.7323,https://icml.cc/virtual/2026/poster/61805,https://www.alphaxiv.org/abs/2511.20102
62027,LEGO: An LLM-Enabled Hierarchical Optimizer for Tensor Computation Graphs with Structure-Aware Search and Compositional Synthesis,"Agents, tools, and computer use; Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Systems, efficiency, and compression; Theory, optimization, and sampling",Deep Learning->Large Language Models,Deep Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/62027,
61728,VBA: Vector Bundle Attention for Intrinsically Geometric Representation Learning,"AI for science, health, and biology; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Safety, alignment, governance, and risk; Theory, optimization, and sampling",Deep Learning->Other Representation Learning,Deep Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/61728,
66809,Latent Spherical Flow Policy for Reinforcement Learning with Combinatorial Actions,"Diffusion, flow, and generative modeling; RL for LLMs and verifiable rewards; Systems, efficiency, and compression; Theory, optimization, and sampling",Reinforcement Learning->Deep RL,Reinforcement Learning,Accept (spotlight),false,,2,0,0,0.0022,https://icml.cc/virtual/2026/poster/66809,https://www.alphaxiv.org/abs/2601.22211
67054,Position: Token Taxes Can Mitigate AI's Economic Risks,"Robotics and world models; Safety, alignment, governance, and risk",Social Aspects->Everything Else,Social Aspects,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/67054,
64661,Dynamic Fractal Mamba: A Neural Renormalization Group Flow for Scale-Invariant Sequence Modeling,"Safety, alignment, governance, and risk; Systems, efficiency, and compression","Deep Learning->Sequential Models, Time series",Deep Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/64661,
62905,Learn to Merge: Meta-Learning for Adaptive Multi-Task Model Merging,"Systems, efficiency, and compression","General Machine Learning->Transfer, Multitask and Meta-learning",General Machine Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/62905,
64324,Compositional Transduction with Latent Analogies for Offline Goal-Conditioned Reinforcement Learning,"Agents, tools, and computer use; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",Reinforcement Learning->Batch/Offline,Reinforcement Learning,Accept (regular),false,,7,1,0,0.0094,https://icml.cc/virtual/2026/poster/64324,https://www.alphaxiv.org/abs/2605.20609
66306,Training-Free Hashing-Based Attention via Binary Principal Components,"Memorization, evaluation, and generalization; Systems, efficiency, and compression; Theory, optimization, and sampling",Deep Learning->Attention Mechanisms,Deep Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/66306,
63090,T$^2$PO: Uncertainty-Guided Exploration Control for Stable Multi-Turn Agentic Reinforcement Learning,"Agents, tools, and computer use; Causality and data-centric ML; LLM reasoning and test-time compute; RL for LLMs and verifiable rewards; Systems, efficiency, and compression; Theory, optimization, and sampling",Deep Learning->Large Language Models,Deep Learning,Accept (spotlight),false,,56,20,45,0.8614,https://icml.cc/virtual/2026/poster/63090,https://www.alphaxiv.org/abs/2605.02178
64217,Beyond Test-Time Training: Learning to Reason via Hardware-Efficient Optimal Control,"Agents, tools, and computer use; LLM reasoning and test-time compute; RL for LLMs and verifiable rewards; Systems, efficiency, and compression",,,Accept (regular),false,,17,0,15,0.5733,https://icml.cc/virtual/2026/poster/64217,https://www.alphaxiv.org/abs/2603.09221
66322,Learning Biophysical Models of Large-Scale Multineuronal Data To Enable Precise Neurostimulation,"AI for science, health, and biology; Interpretability and mechanistic analysis","Applications->Neuroscience, Cognitive Science",Applications,Accept (spotlight),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/66322,
63729,CauScale: Neural Causal Discovery at Scale,"AI for science, health, and biology; Causality and data-centric ML; Systems, efficiency, and compression",General Machine Learning->Causality,General Machine Learning,Accept (regular),false,,8,0,21,0.627,https://icml.cc/virtual/2026/poster/63729,https://www.alphaxiv.org/abs/2602.08629
62777,Tracking Drift: Variation-Aware Entropy Scheduling for Non-Stationary Reinforcement Learning,"Agents, tools, and computer use; RL for LLMs and verifiable rewards; Systems, efficiency, and compression; Theory, optimization, and sampling",Theory->Reinforcement Learning and Planning,Theory,Accept (regular),false,,3,0,0,0.0033,https://icml.cc/virtual/2026/poster/62777,https://www.alphaxiv.org/abs/2601.19624
62772,Towards Completeness in Causal Discovery from Soft Interventions with Known Targets,Causality and data-centric ML; LLM reasoning and test-time compute,General Machine Learning->Causality,General Machine Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/62772,
65528,Fairness in Aggregation: Optimal Top-$k$ and Improved Full Ranking,"Safety, alignment, governance, and risk",Social Aspects->Fairness,Social Aspects,Accept (regular),false,,3,0,0,0.0033,https://icml.cc/virtual/2026/poster/65528,https://www.alphaxiv.org/abs/2605.23265
62082,Enhancing Multi-Modal LLMs Reasoning via Difficulty-Aware Group Normalization,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",,,Accept (regular),false,,5,6,0,0.0157,https://icml.cc/virtual/2026/poster/62082,https://www.alphaxiv.org/abs/2602.21743
63489,CSPLoRA: Confidence-Guided Structure Planning for Low-Rank Adaptation,"Agents, tools, and computer use; Interpretability and mechanistic analysis; LLM reasoning and test-time compute; Systems, efficiency, and compression",Deep Learning->Large Language Models,Deep Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/63489,
62188,Tempora: Characterising the Time-Contingent Utility of Online Test-Time Adaptation,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Theory, optimization, and sampling",General Machine Learning->Evaluation,General Machine Learning,Accept (regular),false,,2,2,0,0.0056,https://icml.cc/virtual/2026/poster/62188,https://www.alphaxiv.org/abs/2602.06136
62499,FedTreeLoRA: Reconciling Statistical and Functional Heterogeneity in Federated LoRA Fine-Tuning,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk; Systems, efficiency, and compression",Deep Learning->Large Language Models,Deep Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/62499,https://www.alphaxiv.org/abs/2603.13282
61300,Partial Identification under High-Dimensional Potential Outcomes and Confounders via Optimal Transport,"Causality and data-centric ML; Interpretability and mechanistic analysis; Theory, optimization, and sampling",General Machine Learning->Causality,General Machine Learning,Accept (regular),false,,2,4,0,0.009,https://icml.cc/virtual/2026/poster/61300,https://www.alphaxiv.org/abs/2606.00847
60649,Causal Discovery for Irregularly Time Series with Consistency Guarantees,"AI for science, health, and biology; Causality and data-centric ML; Diffusion, flow, and generative modeling; Safety, alignment, governance, and risk; Theory, optimization, and sampling",General Machine Learning->Causality,General Machine Learning,Accept (regular),false,,0,7,0,0.0119,https://icml.cc/virtual/2026/poster/60649,https://www.alphaxiv.org/abs/2507.03310
63464,Reparameterization Flow Policy Optimization,"Diffusion, flow, and generative modeling; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Robotics and world models; Systems, efficiency, and compression; Theory, optimization, and sampling",Reinforcement Learning->Deep RL,Reinforcement Learning,Accept (regular),false,,5,3,0,0.0106,https://icml.cc/virtual/2026/poster/63464,https://www.alphaxiv.org/abs/2602.03501
64810,Optimal Bayesian Stopping for Efficient Inference of Consistent LLM Answers,"Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Systems, efficiency, and compression; Theory, optimization, and sampling",,,Accept (regular),false,,4,2,0,0.0078,https://icml.cc/virtual/2026/poster/64810,https://www.alphaxiv.org/abs/2602.05395
61380,From Feasible to Practical: Pareto-Optimal Synthesis Planning,"AI for science, health, and biology; Agents, tools, and computer use; Diffusion, flow, and generative modeling; Memorization, evaluation, and generalization; Theory, optimization, and sampling","Applications->Chemistry, Physics, and Earth Sciences",Applications,Accept (spotlight),true,,1,2,0,1.5045,https://icml.cc/virtual/2026/poster/61380,https://www.alphaxiv.org/abs/2605.07521
65278,DenseMLLM: Standard Multimodal LLMs are Intrinsic Dense Predictors,"Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards",,,Accept (regular),false,,9,1,0,0.0116,https://icml.cc/virtual/2026/poster/65278,https://www.alphaxiv.org/abs/2602.14134
65802,Magnitude Distance: A Geometric Measure of Dataset Similarity,"Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",Theory->Everything Else,Theory,Accept (regular),false,,1,1,0,0.0028,https://icml.cc/virtual/2026/poster/65802,https://www.alphaxiv.org/abs/2602.08859
65914,Class-Prior Perturbation-Robust Regularization for Imbalanced Unreliable Partial Label Learning,"Agents, tools, and computer use; Diffusion, flow, and generative modeling; Memorization, evaluation, and generalization; Theory, optimization, and sampling",General Machine Learning->Everything Else,General Machine Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/65914,
60478,Grouter: Decoupling Routing from Representation for Accelerated MoE Training,"LLM reasoning and test-time compute; Systems, efficiency, and compression; Theory, optimization, and sampling",Deep Learning->Large Language Models,Deep Learning,Accept (regular),false,,0,5,0,0.0085,https://icml.cc/virtual/2026/poster/60478,https://www.alphaxiv.org/abs/2603.06626
64115,ASTRA: Communication-Efficient Acceleration for Multi-Device Transformer Inference,"Systems, efficiency, and compression",General Machine Learning->Hardware and Software,General Machine Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/64115,
60520,Generalized Discrete Diffusion with Self-Correction,"Diffusion language models; Diffusion, flow, and generative modeling; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Systems, efficiency, and compression; Theory, optimization, and sampling",Deep Learning->Large Language Models,Deep Learning,Accept (regular),false,,11,12,0,0.0325,https://icml.cc/virtual/2026/poster/60520,https://www.alphaxiv.org/abs/2603.02230
64668,From Shortcuts to Reasoning: Robust Post-Training of Theory of Mind with Reinforcement Learning,"Agents, tools, and computer use; Causality and data-centric ML; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",General Machine Learning->Evaluation,General Machine Learning,Accept (regular),false,,8,5,0,0.0173,https://icml.cc/virtual/2026/poster/64668,https://www.alphaxiv.org/abs/2606.09092
63727,Revisiting Neural Processes via Fourier Transform and Volterra Series,"Interpretability and mechanistic analysis; Memorization, evaluation, and generalization; Systems, efficiency, and compression; Theory, optimization, and sampling",Probabilistic Methods->Everything Else,Probabilistic Methods,Accept (regular),false,,3,0,0,0.0033,https://icml.cc/virtual/2026/poster/63727,https://www.alphaxiv.org/abs/2606.01172
62534,Factor-Wise Homogeneity of Slot-Attention for Continual Object-Centric Learning,"Multimodal, vision-language, and video; Safety, alignment, governance, and risk; Systems, efficiency, and compression",General Machine Learning->Representation Learning,General Machine Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/62534,
63915,Training with Honeypots: Reshaping How LLMs Fail,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",Deep Learning->Large Language Models,Deep Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/63915,
64178,Layer-Centric Factors of Variation Disentanglement for Task- and Model-Agnostic Generalization,"Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",Deep Learning->Other Representation Learning,Deep Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/64178,
63900,"CE$^4$L: Continual Ego, Exo, and Ego-Exo Learning","Agents, tools, and computer use; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Robotics and world models; Systems, efficiency, and compression","General Machine Learning->Transfer, Multitask and Meta-learning",General Machine Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/63900,
66633,RQ-MoE: Residual Quantization via Mixture of Experts for Efficient Input-Dependent Vector Compression,"Agents, tools, and computer use; Systems, efficiency, and compression",General Machine Learning->Representation Learning,General Machine Learning,Accept (regular),false,,6,1,0,0.0083,https://icml.cc/virtual/2026/poster/66633,https://www.alphaxiv.org/abs/2605.14359
63791,DisPPO: Quantile-Based Distributional Reinforcement Learning for Large Language Models,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",Reinforcement Learning->Everything Else,Reinforcement Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/63791,
64089,Step-resolved data attribution for looped transformers,Causality and data-centric ML; Interpretability and mechanistic analysis; LLM reasoning and test-time compute; RL for LLMs and verifiable rewards,Deep Learning->Everything Else,Deep Learning,Accept (regular),false,,6,0,0,0.0066,https://icml.cc/virtual/2026/poster/64089,https://www.alphaxiv.org/abs/2602.10097
63367,CUARewardBench: Benchmark for Evaluating Reward Models on Computer-using Agent Trajectories,"Agents, tools, and computer use; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; RL for LLMs and verifiable rewards",General Machine Learning->Evaluation,General Machine Learning,Accept (regular),false,,15,0,0,0.0165,https://icml.cc/virtual/2026/poster/63367,https://www.alphaxiv.org/abs/2510.18596
65629,Efficient numeracy in language models through single-token number embeddings,"Agents, tools, and computer use; LLM reasoning and test-time compute; Systems, efficiency, and compression",Deep Learning->Large Language Models,Deep Learning,Accept (spotlight),false,,9,5,3,0.2957,https://icml.cc/virtual/2026/poster/65629,https://www.alphaxiv.org/abs/2510.06824
61990,When Softmax Fails at the Top: Extreme‑Value Corrections for InfoNCE,"Memorization, evaluation, and generalization; Theory, optimization, and sampling",General Machine Learning->Unsupervised and Semi-supervised Learning,General Machine Learning,Accept (regular),false,,1,0,0,0.0011,https://icml.cc/virtual/2026/poster/61990,https://www.alphaxiv.org/abs/2606.00262
60896,Optimal conversion from Rényi Differential Privacy to $f$-Differential Privacy,"Safety, alignment, governance, and risk; Theory, optimization, and sampling",Social Aspects->Privacy,Social Aspects,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/60896,https://www.alphaxiv.org/abs/2602.04562
63575,Learning from Comparison: Constrained Projection Policy Optimization for Pareto-Front Improvement,"Agents, tools, and computer use; Interpretability and mechanistic analysis; Memorization, evaluation, and generalization; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Theory, optimization, and sampling",Reinforcement Learning->Everything Else,Reinforcement Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/63575,
60687,"DIYHealth Suite: Dataset, Model, and Benchmark for Health Management at Home","AI for science, health, and biology; Memorization, evaluation, and generalization; Multimodal, vision-language, and video",Applications->Health / Medicine,Applications,Accept (regular),false,,0,2,0,0.0034,https://icml.cc/virtual/2026/poster/60687,https://www.alphaxiv.org/abs/2606.07542
67167,Position: Safe Models Do Not Guarantee Safe Societies: The Case for Sociopolitical Risk,"Safety, alignment, governance, and risk",Social Aspects->Safety,Social Aspects,Accept (spotlight),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/67167,
62623,FedSDR: Federated Self-Distillation with Rectification,"LLM reasoning and test-time compute; Systems, efficiency, and compression",Deep Learning->Large Language Models,Deep Learning,Accept (regular),false,,1,0,0,0.0011,https://icml.cc/virtual/2026/poster/62623,https://www.alphaxiv.org/abs/2605.18028
64179,TIME: Tensor-Factorized Mixture-of-Experts with Intrinsic Routing for Lifelong Multimodal Knowledge Editing,"LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Systems, efficiency, and compression",Deep Learning->Large Language Models,Deep Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/64179,
66431,Dual-View Predictive Diffusion: Lightweight Speech Enhancement via Spectrogram-Image Synergy,"Diffusion, flow, and generative modeling; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Systems, efficiency, and compression","Applications->Language, Speech and Dialog",Applications,Accept (regular),false,,4,0,0,0.0044,https://icml.cc/virtual/2026/poster/66431,https://www.alphaxiv.org/abs/2602.00568
62655,Doubly Regularized Markov Decision Processes for Robust Reinforcement Learning,"RL for LLMs and verifiable rewards; Robotics and world models; Systems, efficiency, and compression; Theory, optimization, and sampling",Reinforcement Learning->Online,Reinforcement Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/62655,
62832,On the Learnability of Test-Time Adaptation: A Recovery Complexity Perspective,"LLM reasoning and test-time compute; Safety, alignment, governance, and risk; Theory, optimization, and sampling",General Machine Learning->Unsupervised and Semi-supervised Learning,General Machine Learning,Accept (regular),false,,6,4,0,0.0134,https://icml.cc/virtual/2026/poster/62832,https://www.alphaxiv.org/abs/2605.28057
65449,Symbiosis-Inspired Knowledge Distillation for Incremental Object Detection,"Safety, alignment, governance, and risk; Theory, optimization, and sampling","General Machine Learning->Transfer, Multitask and Meta-learning",General Machine Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/65449,
65152,"MiniMax Learning of Interpretable Factored Stochastic Policies from Conjoint Data, with Uncertainty Quantification",Causality and data-centric ML; Interpretability and mechanistic analysis; RL for LLMs and verifiable rewards,General Machine Learning->Causality,General Machine Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/65152,
63494,Component-Wise Composite Likelihood Distillation for Censored Time-to-Event Data,"AI for science, health, and biology; Diffusion, flow, and generative modeling; Systems, efficiency, and compression; Theory, optimization, and sampling","General Machine Learning->Transfer, Multitask and Meta-learning",General Machine Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/63494,
63056,Merge to Remember: Sharpness-Aware Isotropic Merging for Continual Learning,"Agents, tools, and computer use; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk; Theory, optimization, and sampling","General Machine Learning->Transfer, Multitask and Meta-learning",General Machine Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/63056,
65911,Beyond External Monitors: Enhancing Transparency of Large Language Models for Easier Monitoring,"Interpretability and mechanistic analysis; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Multimodal, vision-language, and video; Safety, alignment, governance, and risk; Theory, optimization, and sampling","Social Aspects->Accountability, Transparency, and Interpretability",Social Aspects,Accept (regular),false,,8,0,0,0.0088,https://icml.cc/virtual/2026/poster/65911,https://www.alphaxiv.org/abs/2502.05242
65520,Adaptive Generation of Bias-Eliciting Questions for LLMs,"Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",Social Aspects->Fairness,Social Aspects,Accept (regular),false,,2,1,2,0.2236,https://icml.cc/virtual/2026/poster/65520,https://www.alphaxiv.org/abs/2510.12857
63007,Beyond Confidence: Adaptive and Coherent Decoding for Diffusion Language Models,"Diffusion language models; Diffusion, flow, and generative modeling; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk",,,Accept (regular),false,,11,4,0,0.0189,https://icml.cc/virtual/2026/poster/63007,https://www.alphaxiv.org/abs/2512.02044
61090,Rethinking the Hardness of PbRL: A Provable General Regret Bound,"Agents, tools, and computer use; LLM reasoning and test-time compute; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",Theory->Reinforcement Learning and Planning,Theory,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/61090,
66033,Beyond Scalars: Evaluating and Understanding LLM Reasoning via Geometric Progress and Stability,"Interpretability and mechanistic analysis; LLM reasoning and test-time compute; Memorization, evaluation, and generalization; Safety, alignment, governance, and risk","Social Aspects->Accountability, Transparency, and Interpretability",Social Aspects,Accept (regular),false,,10,6,0,0.0212,https://icml.cc/virtual/2026/poster/66033,https://www.alphaxiv.org/abs/2603.10384
62247,"Fine-Tune Once, Reuse Across Models: Bayesian Task-Update Factors and Approximations","RL for LLMs and verifiable rewards; Theory, optimization, and sampling","General Machine Learning->Transfer, Multitask and Meta-learning",General Machine Learning,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/62247,
63576,Outcome-Based Rewards Do Not Guarantee Faithful and Verifiable Reasoning,Causality and data-centric ML; LLM reasoning and test-time compute; RL for LLMs and verifiable rewards,,,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/63576,
65133,Less is Enough: Synthesizing Diverse Data in Feature Space of LLMs,"Agents, tools, and computer use; Interpretability and mechanistic analysis; RL for LLMs and verifiable rewards; Theory, optimization, and sampling",General Machine Learning->Data,General Machine Learning,Accept (spotlight),true,,48,56,0,1.6481,https://icml.cc/virtual/2026/poster/65133,https://www.alphaxiv.org/abs/2602.10388
66098,Algorithmic Recourse of In-Context Learning for Tabular Data,"Interpretability and mechanistic analysis; RL for LLMs and verifiable rewards; Safety, alignment, governance, and risk; Theory, optimization, and sampling","Social Aspects->Accountability, Transparency, and Interpretability",Social Aspects,Accept (regular),false,,5,0,0,0.0055,https://icml.cc/virtual/2026/poster/66098,https://www.alphaxiv.org/abs/2605.31272
63981,Improving Neural Topic Modeling with Semantically-Grounded Soft Label Distributions,Other / uncategorized,General Machine Learning->Unsupervised and Semi-supervised Learning,General Machine Learning,Accept (regular),false,,1,0,0,0.0011,https://icml.cc/virtual/2026/poster/63981,https://www.alphaxiv.org/abs/2602.17907
64361,Learning Protein Structure-Function Relationships through Knowledge-guided Representation Decomposition,"AI for science, health, and biology; Agents, tools, and computer use; Interpretability and mechanistic analysis; Systems, efficiency, and compression",Applications->Health / Medicine,Applications,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/64361,https://www.alphaxiv.org/abs/2605.23960
65557,Beyond Fixed Biases: Decoding the Role of Reasoning Uncertainty in MLLM Modality Conflicts,"Interpretability and mechanistic analysis; LLM reasoning and test-time compute; Multimodal, vision-language, and video; Safety, alignment, governance, and risk; Systems, efficiency, and compression; Theory, optimization, and sampling","Social Aspects->Accountability, Transparency, and Interpretability",Social Aspects,Accept (regular),false,,0,0,0,0.0,https://icml.cc/virtual/2026/poster/65557,
66478,Lower Bounds for Frank-Wolfe on Strongly Convex Sets,"Agents, tools, and computer use; LLM reasoning and test-time compute; Theory, optimization, and sampling",Optimization->Convex,Optimization,Accept (regular),false,,5,0,0,0.0055,https://icml.cc/virtual/2026/poster/66478,https://www.alphaxiv.org/abs/2602.04378
